DESIGNATION_ID,DESIGNATION_DESC,CR_BY,MOD_BY,ACTIVE,OFLINE
3773.0,FORMER CHIEF MEDICAL DIRECTOR,26.0,,Y,0
3774.0,FORMER CONSULTANT AND PROFESSOR,26.0,,Y,0
3775.0,CONSULTANT SURGEON,45.0,,Y,0
3776.0,"PROF., HOD AND CONSULTANT",45.0,,Y,0
3777.0,FORMER SENIOR GENERAL MANAGER,26.0,,Y,0
3778.0,FORMER SENIOR GENERAL MANAGER,26.0,,N,0
3779.0,GREEN BUILDING ANALYST,45.0,,Y,0
3780.0,SCIENTIST G & HEAD,26.0,,N,0
3781.0,SCIENTIST G & HEAD,26.0,,Y,0
3782.0,CHIEF DIABETOLOGIST,23.0,,Y,0
3783.0,DEPUTY REGIONAL DIRECTOR,23.0,,Y,0
3784.0,FORMER SENIOR  DEPUTY DIRECTOR GENERAL,26.0,,N,0
3785.0,FORMER SENIOR  DEPUTY DIRECTOR GENERAL,26.0,,Y,0
3786.0,FORMER DIRECTOR GENERAL (MS),26.0,,Y,0
3787.0,DEAN (R & D),26.0,,Y,0
3788.0,SR. SPECIALIST & CONSULTANT,26.0,,Y,0
3789.0,SR. SPECIALIST & CONSULTANT,26.0,,Y,0
3790.0,FORMER PROFESSOR AND CONSULTANT,26.0,,Y,0
3791.0,FORMER PROFESSOR AND CONSULTANT,26.0,,Y,0
3792.0,PROFESSOR AND ASSOCIATE DEAN,26.0,,N,0
3793.0,PROFESSOR & VICE PRINCIPAL,26.0,,Y,0
3794.0,FORMER  PROFESSOR AND MEDICAL SUPERINTENDANT,26.0,,Y,0
3795.0,FORMER  PROFESSOR AND MEDICAL SUPERINTENDANT,26.0,,Y,0
3796.0,FORMER PROFESSOR AND MEDICAL SUPERINTENDENT,26.0,,Y,0
3797.0,FORMER  PROFESSOR AND MEDICAL SUPERINTENDANT,26.0,,Y,0
3798.0,FORMER PROFESSOR AND MEDICAL SUPERINTENDENT,26.0,,Y,0
3799.0,FORMER DIRECTOR PROFESOR,26.0,,Y,0
3800.0,FORMER DIRECTOR PROFESSOR,26.0,,N,0
3801.0,CHIEF SCIENTIST AND EDITOR,23.0,,Y,0
3802.0,DIRECTOR NATIONAL ORGAN AND TISSUE TRANSPLANT ORGANISATION,26.0,,Y,0
3803.0,WHOLE TIME DIRECTOR,26.0,23.0,Y,0
3804.0,FORMER CONSULTANT AND HEAD,26.0,,N,0
3805.0,ECOLOGIST,45.0,,Y,0
3806.0,CHIEF DIRECTOR (SUGAR),23.0,,Y,0
3807.0,FORMER NATIONAL PROFESSOR,26.0,,N,0
3808.0,FORMER NATIONAL PROFESSOR,26.0,,Y,0
3809.0,ASSOCIATE PROF. AND DEAN,45.0,,Y,0
3810.0,PRINCIPAL AND ASSOCIATE PROFESSOR,40.0,,Y,0
3811.0,FORMER OMBUDSMAN,40.0,,Y,0
3812.0,PROF. AND EX. CHAIRMAN,45.0,,Y,0
3813.0,CONSULTANT PROFESSOR AND HOD,26.0,,N,0
3814.0, PROFESSOR AND REGISTRAR,45.0,,Y,0
3815.0,FORMER  PROFESSOR AND REGISTRAR,45.0,,Y,0
3816.0,MEMBER (JUDICIAL),40.0,,Y,0
3817.0,FORMER DGF & SS,40.0,,Y,0
3818.0,FORMER APCCF,40.0,,Y,0
3819.0,FORMER SPCCF,40.0,,Y,0
3820.0,REVENUE DIVISIONAL COMMISSIONER,45.0,,Y,0
3821.0,PROFESSOR AND FORMER HEAD,40.0,,Y,0
3822.0,CLINICAL PROFESSOR AND HEAD,40.0,,Y,0
3823.0,CLINICAL PROFESSOR,40.0,,Y,0
3824.0,CLINICAL ASSOCIATE PROFESSOR,40.0,,Y,0
3825.0,FORMER ADDITIONAL CHIEF SECRETARY AND FINANCIAL COMMISSIONER ,26.0,,N,0
3826.0,PRO VICE CHANCELLOR,26.0,,N,0
3827.0,DISTINGUISHED FELLOW,45.0,,Y,0
3828.0,FORMER SPECIAL SECRETARY AND MEMBER C B E C,40.0,,Y,0
3829.0,FORMER SENIOR  DEPUTY DIRECTOR GENERAL,26.0,,N,0
3830.0,FORMER DEPUTY DRUG CONTROLLER,26.0,,N,0
3831.0,HEAD I/C,45.0,,Y,0
3832.0,APCCF (ADDITIONAL PRINCIPAL CHIEF CONSERVATOR OF FORESTS),45.0,,Y,0
3833.0,JDASR,40.0,,Y,0
3834.0,MEMBER STAFF SELECTION COMMISSION,40.0,,Y,0
3835.0,FORMER DIRECTOR GENERALSIGNALS,26.0,,N,0
3836.0,FORMER DIRECTOR GENERAL SIGNALS,26.0,,Y,0
3837.0,FORMER PRINCIPAL DIRECTOR GENERAL OF INCOME TAX,26.0,,N,0
3838.0,FORMER SCIENTIST H AND ACTING DIRECTOR,26.0,,N,0
3839.0,FORMER SCIENTIST H AND ACTING DIRECTOR,26.0,,Y,0
3840.0,PROFESSOR EMERITUS,26.0,26.0,Y,0
3841.0,FORMER JOINT DIRECTOR GENERAL,26.0,,Y,0
3842.0,FORMER GOC IN C,26.0,,Y,0
3843.0,FORMER GOC IN C,26.0,,N,0
3844.0,FORMER COMMISSIONER OF POLICE,26.0,,Y,0
3845.0,FORMER MEMBER (PERSONNEL),26.0,,Y,0
3846.0,FORMER FLAG OFFICER COMMANDING,26.0,,N,0
3847.0,FORMER ADVISER,26.0,,N,0
3848.0,FORMER SPECIAL COMMISSIONER OF POLICE,26.0,,N,0
3849.0,FORMER COMMANDER IN CHIEF,26.0,,N,0
3850.0,INSTRUCTOR AND HOD,45.0,,Y,0
3851.0,BRIGADIER ENGINEER STAFF,45.0,,Y,0
3852.0,ADDITIONAL DIRECTOR GENERAL WORKS,45.0,,Y,0
3853.0,CHIEF ENGINEER COMMAND,45.0,,Y,0
3854.0,DIRECTOR GENERAL WORKS,45.0,,Y,0
3855.0,COUNSELLOR & LEGAL ADVISER,45.0,,Y,0
3856.0,FIRST SECRETARY (LEGAL),45.0,,Y,0
3857.0,FIRST SECRETARY,45.0,,Y,0
3858.0,SENIOR LEGAL OFFICER,45.0,,Y,0
3859.0,"MEMBER, ENGINEER AND EX-OFFICIO SECRETARY",26.0,,N,0
3860.0,"MEMBER, ENGINEER AND EX-OFFICIO SECRETARY",26.0,,Y,0
3861.0,FORMER MEMBER AND CHAIRMAN (INCHARGE),23.0,,Y,0
3862.0,FORMER SECRETARY (JOINT SECRETARY LEVEL),23.0,,Y,0
3863.0,ADMINISTRATIVE COMMISSIONER,23.0,,Y,0
3864.0,FORMER LECTURER,23.0,,Y,0
3865.0,DIRECTOR GENERAL NAVAL DESIGN,23.0,,Y,0
3866.0,DIRECTOR (INDUSTRIAL HYGIENE),23.0,,Y,0
3867.0,STATE REPRODUCTIVE AND CHILD HEALTH OFFICER,45.0,,Y,0
3868.0,STATE ROUTINE IMMUNIZATION OFFICER,45.0,,Y,0
3869.0,STATE REPRESENTATIVE,45.0,,Y,0
3870.0,"DIRECTOR, HEALTH SERVICES",45.0,,Y,0
3871.0,DIRECTOR IN CHIEF,45.0,,Y,0
3872.0,FORMER MEMBER (THERMAL),26.0,,Y,0
3873.0,PRINCIPAL ADVISER (NSL),26.0,,Y,0
3874.0,PROFESSOR HEAD & DEAN,26.0,,Y,0
3875.0,FORMER D G P AND MEMBER (JUDGE),40.0,,Y,0
3876.0,DISTINGUISE SCIENTIST & DIRECTOR GENERAL,26.0,26.0,Y,0
3877.0,DISTINGUISHED SCIENTIST & DIRECTOR GENERAL(SAM),26.0,26.0,Y,0
3878.0,DEAN & CHAIRMAN,26.0,,Y,0
3879.0,PROFESSOR & HOD,26.0,,Y,0
3880.0,MEMBER AND CHAIRMAN,23.0,,Y,0
3881.0,FORMER ADDITIONAL DIRECTOR GENERAL OF POLICE,26.0,,Y,0
3882.0,FORMER STATE VIGILANCE COMMISSIONER,26.0,,Y,0
3883.0,FORMER INSURANCE OMBUDSMAN,26.0,,Y,0
3884.0,FORMER ADDITIONAL C.G.D.A,26.0,,Y,0
3885.0,FORMER EXPERT MEMBER,26.0,,Y,0
3886.0,DIRECTOR CUM ADVISER,26.0,,Y,0
3887.0,"LET. GEN.SM, VSM (RETD)",26.0,,Y,0
3888.0,ADDITIONAL DIRECTOR (INTERPRETATION),26.0,,Y,0
3889.0,FORMER DIRECTOR GENERAL  TRAINING,26.0,,Y,0
3890.0,FORMER DIRECTOR GENERAL TRAINING,26.0,,N,0
3891.0,FORMER DIRECTOR GENERAL TRAINING,26.0,,Y,0
3892.0,FORMER DEPUTY SECRETARY,40.0,,Y,0
3893.0,FORMER OFFICE MANAGER,40.0,,Y,0
3894.0,ADDITIONAL CHIEF SECRETARY AND DG TRAINING,40.0,,Y,0
3895.0,ADDITIONAL CHIEF SECRETARY PRINCIPAL SECRETARY,40.0,,Y,0
3896.0,DIVISIONAL MANAGER,40.0,,Y,0
3897.0,PRINCIPAL SECRETARY AND CMD,25.0,,Y,0
3898.0,FINANCIAL COMMISSIONER & EX-OFFICIO SECRETARY,26.0,,Y,0
3899.0,FINANCIAL COMMISSIONER & EX-OFFICIO SECRETARY,26.0,,Y,0
3900.0,FORMER DEPUTY CHIEF OF INTEGRATED DEFENCE STAFF,26.0,,Y,0
3901.0,FORMER AIR MARSHAL ,26.0,,Y,0
3902.0,FORMER DIRECTOR SCIENTIST H,26.0,,Y,0
3903.0,FORMER REGIONAL HIGHER EDUCATION OFFICER,23.0,23.0,Y,0
3904.0,FORMER FINANCIAL COMMISSIONER & EX-OFFICIO SECRETARY,26.0,,Y,0
3905.0,CHANCELLOR,23.0,,Y,0
3906.0,FORMER GOVERNOR,26.0,,N,0
3907.0,FORMER GOVERNOR,26.0,,Y,0
3908.0,COMPTROLLER AND AUDITOR GENERAL OF INDIA,23.0,,Y,0
3909.0,DEPUTY MANAGING DIRECTOR & COO,40.0,,Y,0
3910.0,FORMER DEPUTY MANAGING DIRECTOR & COO,40.0,,Y,0
3911.0,ACS & CHAIRMAN,40.0,,Y,0
3912.0,ACS,40.0,,Y,0
3913.0,SR. C M O,40.0,,Y,0
3914.0,MD / CMD,23.0,,Y,0
3915.0,FORMER SELECTION GRADE SUPERVISER,23.0,,Y,0
3916.0,DIVISIONAL FIRE OFFICER,40.0,,Y,0
3917.0,ADDITIONAL COMMISSIONER OF POLICE,25.0,,Y,0
3918.0,DEPUTY COMMISSIONER OF POLICE,25.0,,Y,0
3919.0,PROFESSOR & REGISTRAR,26.0,,Y,0
3920.0,ASSISTANT LABOUR COMMISSIONER,23.0,,Y,0
3921.0,FORMER ADDITIONAL SECRETARY,26.0,,Y,0
3922.0,ADDITIONAL REGISTRAR GENERAL,27.0,,Y,0
3923.0,FORMER CHAIRMAN AND MANAGING DIRECTOR,26.0,,Y,0
3924.0,FORMER CHAIRMAN & MEMBER,26.0,,Y,0
3925.0,EPIDEMIOLOGIST,23.0,,Y,0
3926.0,D A D G,23.0,,Y,0
3927.0,FORMER  JOINT DIRECTOR & CHIEF ENGINEER,26.0,,Y,0
3928.0,FORMER AIR VICE MARSHAL ,26.0,,Y,0
3929.0,PROFESSOR AND ASSOCIATE DEAN,26.0,,Y,0
3930.0,FORMER DEPUTY DIRECTOR GENERAL ,26.0,40.0,Y,0
3931.0,FORMER CHIEF SIGNAL AND TELECOM ENGINEER,26.0,,Y,0
3932.0,ADDITIONAL C C E,23.0,,Y,0
3933.0,DIRECTOR PROFESSOR AND HEAD,26.0,,Y,0
3934.0,LAW OFFICER,23.0,,Y,0
3935.0,MEDICAL SUPERITENDANT,26.0,,Y,0
3936.0,CHIEF REGIONAL MANAGER,23.0,,Y,0
3937.0,FORMER ADMINISTRATOR,25.0,25.0,N,0
3938.0,UNIVERSITY EMPLOYMENT INFORMATION AND GUIDANCE BUREAU,25.0,,Y,0
3939.0,POST DOCTORAL,25.0,,Y,0
3940.0,SCIENTIST G AND ASSOCIATE DIRECTOR,26.0,,Y,0
3941.0,CHIEF OF AIR STAFF (RETD.),23.0,23.0,Y,0
3942.0,FORMER STATE GRUG CONTROLLER,26.0,,Y,0
3943.0,FORMER DIRECTOR OF RESEARCH,26.0,,Y,0
3944.0,FORMER CHAIRMAN CUM MANAGING DIRECTOR,26.0,,Y,0
3945.0,PCCF &HOFF,26.0,,Y,0
3946.0,PCCF & HOFF,26.0,,Y,0
3947.0,FORMER DIRECTOR & CMD,26.0,,Y,0
3948.0,FORMER ADDITIONAL DEPUTY COMPTROLLER AND AUDITOR GENERAL ,26.0,,Y,0
3949.0,FORMER ADDITIONAL DEPUTY COMPTROLLER AND AUDITOR GENERAL ,26.0,,Y,0
3950.0,FORMER DIRECTOR GENERAL OF POST,26.0,,Y,0
3951.0,FORMER DIRECTOR GENERAL OF POST,26.0,,Y,0
3952.0, FORMER AIR MARSHAL COMMANDING IN CHIEF ,26.0,,Y,0
3953.0,FORMER SPECIAL DIRECTOR GENERAL OF POLICE,26.0,,Y,0
3954.0,FORMER DIRECTOR GENERAL OF POLICE AND CMD,26.0,,Y,0
3955.0,FORMER HIGH COMMISSIONER OF INDIA ,26.0,,Y,0
3956.0,FORMER AGRICULTURAL PRODUCTION COMMISSIONER,26.0,,Y,0
3957.0,FORMER VICE CHAIRPERSON,26.0,,Y,0
3958.0,SPECIAL. SECRETARYY CUM DIRECTOR GGENERAL (SECRETARY EQUIVALENT),26.0,,Y,0
3959.0,SPECIAL. SECRETARYY CUM DIRECTOR GGENERAL (SECRETARY EQUIVALENT),26.0,,Y,0
3960.0,FORMER DEPUTY COMPTROLLER AND  AUDITOR GENERAL OF INDIA,26.0,,Y,0
3961.0,FORMER DEPUTY COMPTROLLER AND  AUDITOR GENERAL OF INDIA,26.0,,Y,0
3962.0,TECHNICAL SPECIALIST,25.0,,Y,0
3963.0,FORMER CHAIRMAN AND HEAD OF DEPT. ,26.0,,Y,0
3964.0,FORMER CHAIRMAN AND HEAD OF DEPT. ,26.0,,Y,0
3965.0,FORMER CHIEF ADVISER,26.0,,Y,0
3966.0,FORMER MEMBER OF CENTRAL BOARD OF INDIRECT TAX AND CUSTOMS,26.0,,Y,0
3967.0,FORMER MEMBER OF CENTRAL BOARD OF INDIRECT TAX AND CUSTOMS,26.0,,Y,0
3968.0,FORMER CHAIRMAN-I/C,26.0,,Y,0
3969.0,HEAD OF NEUROLOGY DEPARTMENT,40.0,,Y,0
3970.0,MEMBER AGRICULTURE SCIENTISTS RECRUITMENT BOARD,26.0,,Y,0
3971.0,MEMBER AGRICULTURE SCIENTISTS RECRUITMENT BOARD,26.0,,N,0
3972.0,DIRECTOR PROFESSOR &  HOD,26.0,,Y,0
3973.0,DIRECTOR PROFESSOR &  HOD,26.0,,Y,0
3974.0,ADDL. EXECUTIVE OFFICER,23.0,,Y,0
3975.0,FORMER DIRECTOR GENERAL OF POLICE AND PRINCIPAL SECRETARY,26.0,,Y,0
3976.0,FORMER DIRECTOR GENERAL OF POLICE AND PRINCIPAL SECRETARY,26.0,,Y,0
3977.0,DEPUTY MEDICAL OFFICER,54.0,,Y,0
3978.0,FORMER JOINT SECRETARY AND LEGAL ADVISER,26.0,,Y,0
3979.0,ADDITIONAL DIRECTOR GENERAL WORKS AND TECHNICAL EXAMINATION,40.0,,Y,0
3980.0,PROFESSOR & HOD,54.0,,Y,0
3981.0,PROFESSOR AND HOD,54.0,,Y,0
3982.0,FORMER ADDITIONAL ADVISER PHE,26.0,,Y,0
3983.0,INSPECTOR GENERAL (FIRE & DISASTER MANAGEMENT),54.0,,Y,0
3984.0,DEPUTY COMMANDANT FIRE AND DISASTER MANAGEMENT,25.0,,Y,0
3985.0,ASSISTANT INSPECTOR GENERAL FIRE AND DISASTER MANAGEMENT,25.0,,Y,0
3986.0,SENIOR COMMANDANT FIRE AND DISASTER MANAGEMENT,25.0,,Y,0
3987.0,D I G DISASTER AND FIRE MANAGEMENT,25.0,,Y,0
3988.0,INSPECTOR GENERAL FIRE AND DISASTER MANAGEMENT,25.0,,Y,0
3989.0,MEMBER (LAW),23.0,23.0,Y,0
3990.0,ASSISTANT REGIONAL DIRECTOR,23.0,,Y,0
3991.0,JOINT CHIEF (LEGAL),23.0,,Y,0
3992.0,DEAN AND PROFESSOR &HEAD,26.0,,Y,0
3993.0,DEAN AND PROFESSOR &HEAD,26.0,,Y,0
3994.0,"REVENUE DEPTT., GOVT. OF ANDHRA PRADESH",25.0,,Y,0
3995.0,HEALTH AND FAMILY WELFARE DEPTT GOV. OF ANDHRA PRADESH,25.0,,Y,0
3996.0,"CONTROLLER GENERAL OF PATENTS, DESIGNS AND TRADE MARKS",23.0,,Y,0
3997.0,FORMER SCIENTIFIC OFFICER H AND ADDITIONAL DIRECTOR,26.0,,Y,0
3998.0,FORMER PRINCIPAL DIRECTOR GENERAL,26.0,,Y,0
3999.0,FORMER PRINCIPAL DIRECTOR GENERAL,26.0,,Y,0
4000.0,SPECIAL CABINET SECRETARY,25.0,,Y,0
4001.0,ARBITRATOR,54.0,,Y,0
4002.0,COMMISSIONER,54.0,,Y,0
4003.0,SENIOR VICE PRESIDENT AVIATION,54.0,,Y,0
4004.0,SENIOR TECHNICAL OFFICER,54.0,,Y,0
4005.0,FORMER COMPTROLLER AND AUDITOR GENERAL OF INDIA,23.0,,Y,0
4006.0,DEVELOPMENT OFFICER,54.0,,Y,0
4007.0,PRINCIPAL CHIEF SIGNAL AND TELECOM ENGINEER,54.0,,Y,0
4008.0,REGIONAL LABOUR COMMISSIONER,54.0,,Y,0
4009.0,DEPUTY LABOUR COMMISSIONER,54.0,,Y,0
4010.0,ASSISTANT CONTROLLER OF PATENTS AND DESIGNS,54.0,,Y,0
4011.0,FORMER  SCIENTIST G    AND ASSOCIATE DIRECTOR,26.0,,Y,0
4012.0,FORMER SUPERINTENDING MINING GEOLOGIST,26.0,,Y,0
4013.0,RESIDENCE COMMISSIONER AND ADDITIONAL CHIEF SECRETARY,26.0,,Y,0
4014.0,LABOUR ENFORCEMENT OFFICER,54.0,,Y,0
4015.0,SENIOR DIVISIONAL MANAGER,54.0,,Y,0
4016.0,ADDITIONAL CHIEF LABOUR COMMISSIONER,54.0,,Y,0
4017.0,ASSISTANT LABOUR WELFARE COMMISSIONER,54.0,,Y,0
4018.0,DEPUTY LIBRARIAN,54.0,,Y,0
4019.0,DEPUTY LIBRARIAN & LIBRARIAN INCHARGE,54.0,,Y,0
4020.0,COURT MASTER,61.0,,Y,0
4021.0,PROJECT CONSULTANT,61.0,,Y,0
4022.0,ASSISTANT PRODUCTION MANAGER,61.0,,Y,0
4023.0,DISTRICT MAGISTRATE AND DISTRICT COLLECTOR,25.0,,Y,0
4024.0,CHIF DEVELOPMENT OFFICER,25.0,,Y,0
4025.0,ADDITIONAL E.D,25.0,,Y,0
4026.0,DEPUTY CONTROLLER AND AUDITOR GENERAL OF INDIA,61.0,,Y,0
4027.0,ARCHIVIST,61.0,,Y,0
4028.0,FINANCE MANAGER,61.0,,Y,0
4029.0,DEPUTY GENERAL OFFICER ,54.0,,Y,0
4030.0,PROGRAM DIRECTOR,54.0,,Y,0
4031.0,DEAN ACADEMICS,61.0,,Y,0
4032.0,CONTROLLER OF DEFENCE ACCOUNTS,54.0,,Y,0
4033.0,WELFARE ADMINISTRATOR,61.0,,Y,0
4034.0,HON'BLE FORMER MEMBER,59.0,,Y,0
4035.0,DEPUTY DIRECTOR NATIONAL ARCHIVES,25.0,,Y,0
4036.0,EMERITUS CONSULTANT,61.0,,Y,0
4037.0,GENERAL OFFICER COMMANDING IN CHIEF,26.0,,Y,0
4038.0,PROJECT HEAD,61.0,,Y,0
4039.0,MAJOR GENERAL,61.0,,Y,0
4040.0,"PROFESSOR OF EXCELLENCE, HAG",61.0,,Y,0
4041.0,ASSISTANT ANTHROPOLOGIST,61.0,,Y,0
4042.0,DIRECTOR AND ASSOCIATE PROFESSOR,61.0,,Y,0
4043.0,SUPERINTENDING ANTHROPOLOGIST,62.0,,Y,0
4044.0,additional commissiioner (advisor Agriculture,62.0,,Y,0
4045.0,ADDITIONAL COMMISSIIONER (ADVISOR AGRICULTURE),62.0,,Y,0
4046.0,CENTRAL VIGILANCE OFFICER,61.0,,Y,0
4047.0,FORMER STATE INFORMATION COMMISSIONER,26.0,,Y,0
4048.0,DIRECTOR RESEARCH AND DEVELOPMENT,26.0,,Y,0
4049.0,DIRECTOR RESEARCH AND DEVELOPMENT,26.0,,Y,0
4050.0,IRS,61.0,,Y,0
4051.0,FORMER CHIEF SCIENTIST AND HEAD,26.0,,Y,0
4052.0,FORMER CHIEF SCIENTIST AND HEAD,26.0,,Y,0
4053.0,SUPERINTENDING GEOLOGIST,61.0,,Y,0
4054.0,ADDITIONAL PUBLIC PROSECUTOR,25.0,,Y,0
4055.0,ASSISTANT PUBLIC PROSECUTOR,25.0,,Y,0
4056.0,FOFORMER PRINCIPAL CHIEF COMMISSIONER OF INCOME TAX,26.0,,Y,0
4057.0,FORMER PRINCIPAL CHIEF COMMISSIONER OF INCOME TAX,26.0,,Y,0
4058.0,PHYSIOTHERAPIST,62.0,,Y,0
4059.0,SENIOR PHYSIOTHERAPIST,62.0,,Y,0
4060.0,NURSING SUPERINTENDENT GR.I,61.0,,Y,0
4061.0,NURSING SUPERINTENDENT GR.II,61.0,,Y,0
4062.0,STAFF NURSE,61.0,,Y,0
4063.0,IAS,61.0,,Y,0
4064.0,SCIENTIST F AND TECHNOLOGY DIRECTOR,40.0,,Y,0
4065.0,PRINCIPAL AGRONOMIST,66.0,,Y,0
4066.0,PRINCIPAL PLANT PATHOLOGIST,66.0,,Y,0
4067.0,PRINCIPAL PHYSIOLOGIST,66.0,,Y,0
4068.0,PRINCIPAL PHYSIOLOGIST,66.0,,Y,0
4069.0,LIBRARY AND INFORMATION OFFICER,40.0,,Y,0
4070.0,COMMANDER WORKS ENGINEERING,65.0,,Y,0
4071.0,BOARD MEMBER,66.0,,Y,0
4072.0,COMMISSIONER JOINT SECRETARY,66.0,,Y,0
4073.0,PRINCIPAL EXECUTIVE DIRECTOR,66.0,,Y,0
4074.0,ASSISTANT ENGINEER,61.0,,Y,0
4075.0,FORMER CHIEF EXECUTIVE OFFICER,66.0,,Y,0
4076.0,FORMER SENIOR ADVISOR ,66.0,,Y,0
4077.0,CERAMIC ENGINEERING ,66.0,,Y,0
4078.0,DEOUTY CHIEF SHIP SURVEYOR,65.0,,Y,0
4079.0,DEPUTY CHIEF SHIP SURVEYOR,65.0,,Y,0
4080.0,SCIENTIFIC ASSISTANT,66.0,,Y,0
4081.0,"DR. RADHA KRISHNA GOVT. MEDICAL COLLEGE, HAMIRPUR",26.0,,Y,0
4082.0,OSD TO DIRECTOR,65.0,,Y,0
4083.0,MD,65.0,,Y,0
4084.0,COMPANY SECRETARY,61.0,,Y,0
4085.0,DEPUTY INSPECTOR GENERAL,59.0,,Y,0
4086.0,SECRETARY-CUM-CHIEF EXECUTIVE OFFICER,66.0,,Y,0
4087.0,DIRECTOR & SCIENTIST-E,65.0,,Y,0
4088.0,SETTLEMENT COMMISSIONER AND DIRECTOR,66.0,,Y,0
4089.0,ASSISTANT SECRETARY GENERAL,66.0,,Y,0
4090.0,"CAPACITY DEVELOPMENT ADVISER(CDA), UNITED NATIONS",66.0,,Y,0
4091.0,JT COLLECTOR,66.0,,Y,0
4092.0,ADDITIONAL DISTRICT MAGISTRATE,66.0,,Y,0
4093.0,PRINCIPAL SECRETARY AND COMMISSIONER,66.0,,Y,0
4094.0,PRINCIPAL SECRETARY/ADDITIONAL CHIEF SECRETARY,40.0,,Y,0
4095.0,DEPUTY DIRECTOR AND SCIENTIST D,65.0,,Y,0
4096.0,JUNIOR SCIENTIFIC ASSISTANT GR-II,65.0,,Y,0
4097.0,JUNIOR SCIENTIFIC ASSISTANT GR-I,65.0,,Y,0
4098.0,JUNIOR SCIENTIFIC OFFICER,65.0,,Y,0
4099.0,DEPUTY COMMISSIONER OF INCOME TAX (DCIT),59.0,,Y,0
4100.0,JOINT COMMISSIONER OF INCOME TAX (JCIT),59.0,,Y,0
4101.0,SR AR,59.0,,Y,0
4102.0,ADDL CIT TDS,59.0,,Y,0
4103.0,ADDL CIT (TP),59.0,,Y,0
4104.0,ADDL CIT 16,59.0,,Y,0
4105.0,ADDL CIT CENTRAL,59.0,,Y,0
4106.0,CIT APPEALS UNIT 1,59.0,,Y,0
4107.0,JOINT DEVELOPMENT COMMISSIONER,66.0,,Y,0
4108.0,DIRECTOR(CORPORATE PLANNING & PERSONNEL),66.0,,Y,0
4109.0,DIRECTOR(SHIP BUILDING),66.0,,Y,0
4110.0,DIRECTOR(STRATEGIC PROJECTS),66.0,,Y,0
4111.0,SENIOR VICE PRESIDENT,62.0,,Y,0
4112.0,CWE,59.0,,Y,0
4113.0,RESIDENT CHIEF EXECUTIVE,66.0,,Y,0
4114.0,FORMER RESIDENT CHIEF EXECUTIVE,66.0,,Y,0
4115.0,ASSISTANT PROF/ASSO. PROF/ PROFESSOR,61.0,,Y,0
4116.0,LECTURER IN SPECIAL EDUCATION,66.0,,Y,0
4117.0,SPECIAL ADVISOR,66.0,,Y,0
4118.0,PRINCIPAL OFFICER,61.0,,Y,0
4119.0,OPS IIB,66.0,,Y,0
4120.0,PRESIDENT AND AIR OFFICER COMMANDING ,66.0,,Y,0
4121.0,DEPUTY ASSISTANT CHIEF OF INTEGRATED DEFENCE STAFF,66.0,,Y,0
4122.0,PRINCIPAL DIRECTOR TRAINING,66.0,,Y,0
4123.0,JUNIOR RESEARCH FELLOW,59.0,,Y,0
4124.0,ADDITIONAL CONTROLLER,62.0,,Y,0
4125.0,DEPUTY CHIEF OPERATIONS MANAGER(GOODS),66.0,,Y,0
4126.0,CHIEF PASSENGER TRANSPORTATION MANAGER,66.0,,Y,0
4127.0,SPECIAL PRIVATE SECRETARY,66.0,,Y,0
4128.0,DIRECTOR GENERAL,66.0,,Y,0
4129.0,DIRECTOR GENERAL BORDER ROADS,66.0,,Y,0
4130.0,ADDITIIONAL DIRECTOR GENERAL,66.0,,Y,0
4131.0,PRINCIPAL SPECIALIST,66.0,,Y,0
4132.0,MEDICAL OFFICER,66.0,,Y,0
4133.0,PROFESSOR AND PROJECT DIRECTOR,66.0,,Y,0
4134.0,FORMER PRINCIPAL CHIEF SAFETY OFFICER,40.0,,Y,0
4135.0,DEPUTY CONTROLLER OF ACCOUNTS,66.0,,Y,0
4136.0,DEPUTY CONTROLLER GENERAL OF ACCOUNTS,66.0,,Y,0
4137.0,FINANCIAL ADVISOR AND CHIEF ACCOUNTS OFFICER ,66.0,,Y,0
4138.0,ASSISTANT CONTROLLER GENERAL OF ACCOUNTS,66.0,,Y,0
4139.0,ADDITIONAL PRIVATE SECRETARY,66.0,,Y,0
4140.0,ASSISTANT CONTROLLER OF ACCOUNTS,66.0,,Y,0
4141.0,SENIOR JOINT CONTROLLER GENERAL OF DEFENCE ACCOUNTS,66.0,,Y,0
4142.0,JT. CGDA(ACCOUNTS & BUDGET),66.0,,Y,0
4143.0,JT. CGDA(IFA),66.0,,Y,0
4144.0,PCDA(PRINCIPAL CONTROLLER OF DEFENCE ACCOUNTS),66.0,,Y,0
4145.0,PIFA,66.0,,Y,0
4146.0,EDUCATION OFFICER,66.0,,Y,0
4147.0,DIVISIONAL CHAIRMAN,66.0,,Y,0
4148.0,DIVISIONAL SECRETARY,66.0,,Y,0
4149.0,PRINCIPAL CHIEF PERSONNEL OFFICER,61.0,,Y,0
4150.0,PRINCIPAL CHIEF COMMERCIAL MANAGER,61.0,,Y,0
4151.0,PRINCIPAL CHIEF OPERATIONAL MANAGER,61.0,,Y,0
4152.0,CHIEF CLAIMS OFFICER,61.0,,Y,0
4153.0,PRINCIPAL CHIEF STAFF OFFICER,61.0,,Y,0
4154.0,CHIEF AUDIT OFFICER,61.0,,Y,0
4155.0,SECRETARY AND GENERAL MANAGER,59.0,,Y,0
