DESIGNATION_ID,DESIGNATION_DESC,CR_BY,MOD_BY,ACTIVE,OFLINE
1312.0,PRINCIPAL INFORMATION OFFICER,4.0,,Y,0
1313.0,NEWS READER CUM TRANSLATOR,4.0,,Y,0
1314.0,REGIONAL EXECUTIVE DIRECTOR,6.0,,Y,0
1315.0,FORMER DIRECTOR GENERAL AND CEO,4.0,,Y,0
1316.0,FORMER ADDITIONAL DIRECTOR GENERAL,4.0,,Y,0
1317.0,FORMER DEPUTY DIRECTOR GENERAL,4.0,,Y,0
1318.0,FORMER CHIEF DIRECTOR,4.0,,Y,0
1319.0,FORMER DIRECTOR AND PROFESSOR,4.0,,Y,0
1320.0,CONSULTANT IN ORTHOPAEDICS,4.0,,Y,0
1321.0,FORMER MANAGING DIRECTOR AND GROUP EXECUTIVE,1.0,,Y,0
1322.0,CHIEF SIGNAL AND TELECOM ENGINEER,5.0,,Y,0
1323.0,ADVISER ECONOMICS,5.0,,Y,0
1324.0,SR. ECONOMIC ADVISER,4.0,,Y,0
1325.0,ADDITIONAL CHIEF ECONOMIC ADVISER,4.0,,Y,0
1326.0,CHIEF ENONOMIST,4.0,,Y,0
1327.0,CHIEF ECONOMIST,4.0,,Y,0
1328.0,SENIOR TECHNICAL DIRECTOR AND HEAD,4.0,,Y,0
1329.0,DIRECTOR RE-EMPLOYED,5.0,45.0,Y,0
1330.0,EX- DIRECTOR GENERAL,5.0,,Y,0
1331.0,PRINCIPAL  ADDL. DIRECTOR,6.0,,Y,0
1332.0,FORMER DIRECTOR,4.0,5.0,Y,0
1333.0,RETIRED ADDITIONAL COMMISSIONER,4.0,,Y,0
1334.0,PRINCIPAL AND HEAD,4.0,,Y,0
1335.0,COMMISSIONER OF INCOME TAX,4.0,,Y,0
1336.0,CHIEF COMMISSIONER OF INCOME TAX,4.0,,Y,0
1337.0,AMBASSADOR TO SYRIA,4.0,,Y,0
1338.0,AMBASSADOR TO TURKEY,4.0,,Y,0
1339.0,AMBASSADOR TO EU BELGIUM LUXEMBURG,4.0,,Y,0
1340.0,AMBASSADOR PR,4.0,,Y,0
1341.0,SENIOR PARLIAMENTARY INTERPRETER,4.0,,Y,0
1342.0,FORMER CHAIRMAN,4.0,,Y,0
1343.0,FORMER C M D,4.0,,Y,0
1344.0,FORMER SECRETARY,4.0,,Y,0
1345.0,FORMER EXECUTIVE DIRECTOR,4.0,,Y,0
1346.0,FORMER FINANCE SECRETARY AND SECRETARY,4.0,,Y,0
1347.0,FORMER SR. POLICY ADVISER,4.0,,Y,0
1348.0,FORMER PROFESSOR,4.0,23.0,Y,0
1349.0,SPECIAL SECRETARY / SECRETARY,6.0,23.0,Y,0
1350.0,HINDI TRANSLATOR,4.0,,Y,0
1351.0,RETD. INSPECTOR OF ARMY BAND,6.0,,Y,0
1352.0,RETD. PROFESSOR  AND HEAD,6.0,,Y,0
1353.0,PROFESSOR OF PHILOSOPHY,4.0,,Y,0
1354.0,SCIENTIST SD,4.0,,Y,0
1355.0,COLONEL HEAD OF DEPARTMENT,4.0,,Y,0
1356.0,RETD. DIRECTOR  PROFESSOR AND H.O.D.,6.0,,Y,0
1357.0,EX CHAIRMAN,6.0,,Y,0
1358.0,SR. SCIENTIST AND HEAD,4.0,,Y,0
1359.0,SR. ANIMAL PHYSIOLOGIST,4.0,,Y,0
1360.0,ANIMAL PHYSIOLOGIST,4.0,,Y,0
1361.0,SENIOR POULTRY GENETICIST,4.0,,Y,0
1362.0,PROFESSOR OF ANTHROPOLOGY,4.0,,Y,0
1363.0,EX MANAGING DIRECTOR,6.0,,Y,0
1364.0,CHIEF ADMINISTRATOR,6.0,,Y,0
1365.0,OUTSTANDING SCIENTIST AND DIRECTOR,4.0,,Y,0
1366.0,RETD. DEPUTY DIRECTOR AND PROFESSOR,6.0,,Y,0
1367.0,RETD. CHIEF ENGINEER,6.0,,Y,0
1368.0,RETD. DEPUTY DIRECTOR,6.0,,Y,0
1369.0,SCIENTIFIC OFFICER H,4.0,,Y,0
1370.0,RETIRED HEAD,4.0,,Y,0
1371.0,PROFESSOR H.O.D AND VICE PRINCIPAL,4.0,,Y,0
1372.0,CHIEF ELECTRICAL LOCO ENGINEER,4.0,,Y,0
1373.0,FORMER HIGH COURT JUDGE,6.0,23.0,Y,0
1374.0,ASSISTANT EXECUTIVE ENGINEER,4.0,,Y,0
1375.0,COMMISSIONED OFFICER,4.0,,Y,0
1376.0,JR EYE SPECIALIST,4.0,,Y,0
1377.0,PRINCIPAL CONSERVATOR OF FORESTS,6.0,,Y,0
1378.0,SCIENTIFIC OFFICER F,4.0,,Y,0
1379.0,PROFESSOR AND SCIENTIST,6.0,,Y,0
1380.0,CHIEF MININING GEOLOGIST,6.0,,Y,0
1381.0,RETIRED COMMISSIONER,4.0,,Y,0
1382.0,GENERAL STAFF OFFICER GRADE I,4.0,,Y,0
1383.0,D.A.G,4.0,,Y,0
1384.0,DEPUTY SECRETARY,4.0,,Y,0
1385.0,COMMODORE,4.0,,Y,0
1386.0,RETD. DIRECTOR GENERAL OF NAVAL ARMAMENT,4.0,,Y,0
1387.0,DIRECTOR OF NAVAL ARMAMENT,4.0,,Y,0
1388.0,EMERITUS PROFESSOR,6.0,,Y,0
1389.0,INSPECTOR GENERAL OF FOREST CUM DIRECTOR,4.0,,Y,0
1390.0,WORKING PLAN OFFICER,4.0,,Y,0
1391.0,ADDITIONAL RESIDENT COMMISSIONER,4.0,,Y,0
1392.0,RETIRED SCIENTIST F,4.0,,Y,0
1393.0,RETIRED MEDICAL SUPERINTENDENT,4.0,,Y,0
1394.0,RETIRED JUDGE,4.0,,Y,0
1395.0,COMMISSIONER AND PRINCIPAL SECRETARY,4.0,,Y,0
1396.0,DIRECTOR OF ACCOUNTS,4.0,,Y,0
1397.0,RETD. JOINT DIRECTOR,5.0,,Y,0
1398.0,DIRECTOR AND SUPERINTENDENT,4.0,,Y,0
1399.0,RETD. JOINT DIRECTOR GENERAL,5.0,,Y,0
1400.0,DEPUTY REGISTRAR GENERAL,4.0,,Y,0
1401.0,CHIEF STATISTICAL ADVISOR,4.0,,Y,0
1402.0,ADDITIONAL DIRECTOR OF EMPLOYMENT EXCHANGE,4.0,,Y,0
1403.0,DGP HIMACHAL PRADESH,4.0,,Y,0
1404.0,RETD. DIRECTOR GENERAL,5.0,,Y,0
1405.0,FORMER  SECRETARY,5.0,1.0,Y,0
1406.0,DEAN AND JOINT DIRECTOR ,5.0,,Y,0
1407.0,CHIEF TRAFFIC PLANNING MANAGER,4.0,,Y,0
1408.0,CHIEF FREIGHT TRAFFIC MANAGER,4.0,,Y,0
1409.0,CHIEF OPERATIONS MANAGER,4.0,,Y,0
1410.0,DIRECTOR DESIGN,5.0,,Y,0
1411.0,RETIRED PRINCIPAL,4.0,,Y,0
1412.0,COMMANDER,4.0,,Y,0
1413.0,RETIRED COMMANDER,4.0,,Y,0
1414.0,RETIRED JOINT DIRECTOR,4.0,,Y,0
1415.0,CHIEF RESEARCH OFFICER,4.0,,Y,0
1416.0,PROFESSOR AND CHAIRPERSON,4.0,,Y,0
1417.0,CHIEF OF ADMINISTRATION,4.0,,Y,0
1418.0,RETIRED SR. PPS,4.0,,Y,0
1419.0,SR. PPS,4.0,,Y,0
1420.0,CONSULTANT NEPHROLOGIST,4.0,,Y,0
1421.0,SIGNAL OFFICER IN CHIEF,4.0,,Y,0
1422.0,SENIOR MANAGER I.T,4.0,,Y,0
1423.0,RETIRED SR. CONSULTANT,4.0,,Y,0
1424.0,ASSISTANT ADVISER,4.0,,Y,0
1425.0,FACULTY MEMBER,4.0,,Y,0
1426.0,EPIGRAPHIST,4.0,,Y,0
1427.0,CHAIRMAN BOARD OF STUDIES,4.0,,Y,0
1428.0,DIRECTOR GENERAL OF POST,4.0,,Y,0
1429.0,DIRECTOR GENERAL INSPECTION,4.0,,Y,0
1430.0,CHIEF ACCOUNTANT,4.0,,Y,0
1431.0,PRINCIPAL DIRECTOR OF AUDIT,4.0,,Y,0
1432.0,CHIEF AUDITOR,4.0,,Y,0
1433.0,SR DAG,4.0,,Y,0
1434.0,ASSISTANT C AND A G,4.0,,Y,0
1435.0,PRINCIPAL ECONOMIST,4.0,,Y,0
1436.0,ASSOCIATE PROFESSOR CLINICAL PSYCHOLOGY,4.0,,Y,0
1437.0,SENIOR CHEST PHYSICIAN AND READER,4.0,,Y,0
1438.0,CHEST PHYSICIAN,4.0,,Y,0
1439.0,GENERAL MANAGER SAFETY,4.0,,Y,0
1440.0,DEPUTY CHIEF EXECUTIVE SAFETY,4.0,,Y,0
1441.0,RETIRED ASSOCIATE DIRECTOR CIVIL,4.0,,Y,0
1442.0,SPECIALIST,4.0,,Y,0
1443.0,RETIRED SENIOR SCIENTIST AND HEAD,4.0,,Y,0
1444.0,RETIRED ADDITIONAL DIRECTOR,4.0,,Y,0
1445.0,PROFESSOR OF BOTANY       ,4.0,,Y,0
1446.0,PROFESSOR OF CARDIOTHORACIS AND VASCULAR SURGERY,4.0,,Y,0
1447.0,DIRECTOR AND CHIEF GASTROENTEROLOGIST,4.0,,Y,0
1448.0,SR. DESIGN ENGINEER,4.0,,Y,0
1449.0,PRINCIPAL DESIGN ENGINEER,4.0,,Y,0
1450.0,RETIRED ADDITIONAL GENERAL MANAGER,4.0,,Y,0
1451.0,REGIONAL CONTROLLER OF EXAMS.,4.0,,Y,0
1452.0,PROFESSOR AND INCHARGE,4.0,,Y,0
1453.0,DIRECTOR GENERAL PERSONNEL,4.0,,Y,0
1454.0,PRINCIPAL DIRECTOR OF COMMERCIAL AUDIT AND EX OFFICIO MEMBER,4.0,,Y,0
1455.0,SENIOR DEPUTY ACCOUNTANT GENERAL,4.0,,Y,0
1456.0,RETIRED PRINCIPAL SCIENTIST,4.0,,Y,0
1457.0,RETIRED MEMBER,4.0,,Y,0
1458.0,RETIRED DIRECTOR GENERAL AND I. G.,4.0,,Y,0
1459.0,RETIRED EXECUTIVE DIRECTOR,4.0,,Y,0
1460.0,RETIRED DEPUTY REGISTRAR GENERAL,4.0,,Y,0
1461.0,FORMER GEQD,4.0,,Y,0
1462.0,CHIEF GOVT. EXAMINOR,15.0,,Y,0
1463.0,FORMER C G E,6.0,,Y,0
1464.0,FORMER GOVT. EXAMINER OF QUESTIONED DOCUMENTS,4.0,,Y,0
1465.0,FORMER CHIEF GOVT. EXAMINER OF QUESTIONED DOCUMENTS,4.0,,Y,0
1466.0,FORMER ASSISTANT DIRECTOR,4.0,,Y,0
1467.0,STATISTICAL ADVISER,4.0,,Y,0
1468.0,CHIEF STATISTICAL OFFICER,4.0,,Y,0
1469.0,SR VICE PRESIDENT,6.0,,Y,0
1470.0,SUPERINTENDING MINERAL ECONOMIST,4.0,,Y,0
1471.0,DEPUTY CHIEF SIGNAL AND TELECOM ENGINEER,4.0,,Y,0
1472.0,RETIRED AIR MARSHAL,4.0,,Y,0
1473.0,SENIOR PERSONNEL STAFF OFFICER,4.0,,Y,0
1474.0,RETIRED CHAIRMAN AND MANAGING DIRECTOR,4.0,,Y,0
1475.0,PRINCIPAL SYSTEMS ANALYST,4.0,,Y,0
1476.0,CHIEF ELECTRICAL ENGINEER,4.0,,Y,0
1477.0,DEPUTY CHIEF ELECTRICAL ENGINEER,4.0,,Y,0
1478.0,RETD. SCIENTIST G,6.0,,Y,0
1479.0,GRADED SPECIALIST SURGERY,4.0,,Y,0
1480.0,RETIRED CHIEF ELECTION COMMISSIONER,4.0,,Y,0
1481.0,ELECTION COMMISSIONER OF INDIA,4.0,,Y,0
1482.0,CHIEF ELECTION COMMISSIONER OF INDIA,4.0,,Y,0
1483.0,DEPUTY DIRECTOR AND CHIEF INSTRUCTOR,4.0,,Y,0
1484.0,ADDL. D.I.G TRAINING,4.0,,Y,0
1485.0,PROFESSOR OF LAW,4.0,26.0,Y,0
1486.0,PROFESSOR OF NEUROSURGERY,4.0,,Y,0
1487.0,DISTRICT DEVELOPMENT MANAGER,4.0,,Y,0
1488.0,REGISTRAR AND SECRETARY,4.0,,Y,0
1489.0,RETIRED CONSULTANT AND HEAD,4.0,,Y,0
1490.0,CONSULTANT IN SURGERY,4.0,,Y,0
1491.0,ASSISTANT WORKS MANAGER,4.0,,Y,0
1492.0,FORMER PROFESSOR AND DEAN,6.0,,Y,0
1493.0,FORMER CONTROLLER GENERAL OF ACCOUNTS,6.0,,Y,0
1494.0,FORMER DY C A G,6.0,,Y,0
1495.0,FORMER CONTROLLER GENERAL OF DEFENCE ACCOUNTS,6.0,,Y,0
1496.0,FORMER ADDL. C G D A ,6.0,,Y,0
1497.0,RETIRED SCIENTIST G,4.0,,Y,0
1498.0,RETIRED AIR OFFICER COMMANDING IN CHIEF,4.0,,Y,0
1499.0,CHIEF EXECUTIVE DIRECTOR,6.0,,Y,0
1500.0,RETIRED JOINT GENERAL MANAGER,4.0,,Y,0
1501.0,RETIRED PROFESSOR AND DEAN,4.0,,Y,0
1502.0,RETIRED CHIEF MINERAL ECONOMIST,4.0,,Y,0
1503.0,PROFESSOR OF MATHEMATICS,4.0,,Y,0
1504.0,PROFESSOR IN CERAMIC ENGINEERING,4.0,,Y,0
1505.0,FORMER ADVISOR,4.0,,Y,0
1506.0,FORMER POST MASTER GENERAL,4.0,,Y,0
1507.0,FORMER RESIDENT COMMISSIONER,4.0,,Y,0
1508.0,RETD. CHIEF SECRETARY,4.0,5.0,Y,0
1509.0,FORMER DEPUTY COMPTROLLER AND AUDITOR GENERAL,4.0,,Y,0
1510.0,RETIRED ADDITIONAL DIRECTOR GENERAL,4.0,,Y,0
1511.0,RETIRED HEAD OF THE DEPARTMENT,4.0,,Y,0
1512.0,PROFESSOR OF TELUGU,4.0,,Y,0
1513.0,PROFESSOR AND AREA CHAIRPERSON,4.0,,Y,0
1514.0,AREA CHAIRPERSON,4.0,,Y,0
1515.0,DEAN OF STUDIES,4.0,,Y,0
1516.0,RETD. D.G AND CHIEF EXECUTIVE OFFICER,4.0,,Y,0
1517.0,MEMBER  CIVIL,5.0,,Y,0
1518.0,FORMER COMMISSIONER,4.0,,Y,0
1519.0,FORMER ADDITIONAL COMMISSIONER,5.0,,Y,0
1520.0,PRINCIPAL AND ADDL. DIRECTOR,5.0,,Y,0
1521.0,ANAESTHESIST,5.0,,Y,0
1522.0,GROUP CAPTAIN,5.0,,Y,0
1523.0,HEAD AND PS,4.0,,Y,0
1524.0,ECONOMIC AND STATISTICAL ADVISER,5.0,,Y,0
1525.0,SR. ADVISER TRANSPORT,5.0,,Y,0
1526.0,RETIRED JOINT SECRETARY,4.0,,Y,0
1527.0,SENIOR COORDINATOR,5.0,,Y,0
1528.0,A P C C F,5.0,,Y,0
1529.0,EX PRINCIPAL CHIEF CONSERVATOR OF FORESTS,5.0,,Y,0
1530.0,EX A P C C F,5.0,,Y,0
1531.0,EX A.D.G.,5.0,,Y,0
1532.0,EX CHIEF CONSERVATOR OF FORESTS,5.0,,Y,0
1533.0,EX MEMBER,5.0,,Y,0
1534.0,EX C M D ,5.0,,Y,0
1535.0,SENIOR GEOLOGIST,4.0,,Y,0
1536.0,SENIOR GEOLOGIST AND DIRECTOR,4.0,,Y,0
1537.0,RETD. CHIEF SECRETARY,5.0,5.0,Y,0
1538.0,FORMER ADVISOR,5.0,40.0,Y,0
1539.0,RETD. PRINCIPAL SECRETARY,5.0,,Y,0
1540.0,EXECUTIVE DIRECTOR  SECRETARY,4.0,,Y,0
1541.0,RETD. MEMBER,5.0,,Y,0
1542.0,RETD. DEVELOPMENT COMMISSIONER,5.0,,Y,0
1543.0,RETD. CHAIRPERSON,5.0,,Y,0
1544.0,RETD. FINANCIAL COMMISSIONER,5.0,,Y,0
1545.0,ADVISOR TRAFFIC,4.0,,Y,0
1546.0,BRIGADE COLONEL,4.0,,Y,0
1547.0,ASIAN INSTITUTE OF TRANSPORT,4.0,,Y,0
1548.0,RETD. ADDL. CHIEF SECRETARY,5.0,,Y,0
1549.0,RETD. PRESIDENT,5.0,,Y,0
1550.0,RETD.CHAIRMAN,5.0,,Y,0
1551.0,RETD. CHAIRMAN,5.0,,Y,0
1552.0,PRINIPAL DIRECTOR DE EASTERN COMMAND KOLKATA,4.0,,Y,0
1553.0,SR. ADDL. DIRECTOR GENERAL,4.0,,Y,0
1554.0,SENION DIVISIONAL MECHANICAL ENGINEER,4.0,,Y,0
1555.0,SENIOR DIVISIONAL MECHANICAL ENGINEER,4.0,,Y,0
1556.0,SR. DIVISIONAL MECHANICAL ENGINEER,4.0,,Y,0
1557.0,CHEMICAL EXAMINER,4.0,23.0,Y,0
1558.0,A D R M,4.0,,Y,0
1559.0,CHIEF MOTIVE POWER ENGINEER,4.0,,Y,0
1560.0,CHIEF ROLLING STOCK ENGINEER,4.0,,Y,0
1561.0,MEMBER FINANCE TELECOM COMMISSION,4.0,,Y,0
1562.0,CHIEF COST CONTROLLER PUNJAB STATE ELECY. BOARD,4.0,,Y,0
1563.0,LECTURER SR. SCALE,4.0,,Y,0
1564.0,JUNIOR CONSULTANT,4.0,,Y,0
1565.0,ASSOCIATE CONSULTANT,4.0,,Y,0
1566.0,EX DIRECTOR GENERAL OF POLICE,5.0,,Y,0
1567.0,SPL. PR. SECRETARY,5.0,,Y,0
1568.0,DEPUTY DIRECTOR SCIENTIST E,4.0,,Y,0
1569.0,JUNIOR ECONOMIST,4.0,,Y,0
1570.0,HEAD OF THE DEPTT.,4.0,,Y,0
1571.0,PROF. AND UNIV. HEAD,4.0,,Y,0
1572.0,EX DG AND IGP,5.0,,Y,0
1573.0,SCIENTIST AND ASSOCIATE PROF.,4.0,,Y,0
1574.0,PROFFESSOR AND SR.SCIENTIST,4.0,,Y,0
1575.0,PROFESSOR AND SR. SCIENTIST,4.0,,Y,0
1576.0,COTTON BREEDER,4.0,,Y,0
1577.0,SR. COTTOR BREEDER,4.0,,Y,0
1578.0,BIOCHEMIST,4.0,,Y,0
1579.0,PRINCIPAL CONTROLLER OF DEFENCE ACCOUNT,4.0,,Y,0
1580.0,JOINT CONTROLLER GENERAL OF DEFENCE ACCOUNTS,4.0,,Y,0
1581.0,RETD. CABINET SECRETARY,5.0,,Y,0
1582.0,INTEGRATED FINANCIAL ADVISER,4.0,,Y,0
1583.0,ADDITIONAL FINANCIAL ADVISER  JOINT SECRETARY,4.0,,Y,0
1584.0,AIR OFFICER COMMANDING IN CHIEF,4.0,,Y,0
1585.0,RETD. CONTROLLER GENERAL OF ACCOUNTS,5.0,,Y,0
1586.0,FORMER ADDITIONAL CONTROLLER GENERAL OF ACCOUNTS,5.0,23.0,Y,0
1587.0,SENION MAINT STAFF OFFICER,4.0,,Y,0
1588.0,SENIOR MAINT.STAFF OFFICER,4.0,,Y,0
1589.0,AIR OFFICER INCHARGE MAINT.,4.0,,Y,0
1590.0,FORMER DIRECTOR FINANCE,5.0,23.0,Y,0
1591.0,RETD. PRINCIPAL DIRECTOR,5.0,,Y,0
1592.0,RETD. SECRETARY DEFENCE FINANCE,5.0,,Y,0
1593.0,FORMER PRINCIPAL CONTROLLER OF DEFENCE ACCOUNTS,5.0,23.0,Y,0
1594.0,FINANCE MANAGER AIR,4.0,,Y,0
1595.0,JOINT SECRETARY P AND F,4.0,,Y,0
1596.0,RETIRED AMBASSADOR,4.0,,Y,0
1597.0,OFFICIATING DIRECTOR,3.0,,Y,0
1598.0,ASSTT. CHIEF OF DEFENCE,5.0,,Y,0
1599.0,RETD. FOREIGN SECRETARY,5.0,,Y,0
1600.0,RET. AMBASSADOR OF INDIA TO NETHERLANDS,5.0,,Y,0
1601.0,DEAN  F S I,5.0,,Y,0
1602.0,RETD. DEAN  F S I,5.0,,Y,0
1603.0,RETD. HIGH COMMISSIONER OF INDIA TO CANADA,5.0,,Y,0
1604.0,DEAN AND PROF.,4.0,,Y,0
1605.0,DEPUTY CHIEF OF AIR STAFF,5.0,,Y,0
1606.0,FOREIGN SECRETARY,4.0,,Y,0
1607.0,COMMANDER IN CHIEF,4.0,,Y,0
1608.0,AIR II,4.0,,Y,0
1609.0,RETIRED CHIEF COMMISSIONER OF CUSTOMS AND CENTRAL EXCISE,4.0,,Y,0
1610.0,COLLECTOR OF CENTRAL EXCISE AND CUSTOMS,4.0,,Y,0
1611.0,COMMISSIONER OF CENTRAL EXCISE AND CUSTOMS,4.0,,Y,0
1612.0,COMMISSIONER OF CUSTOMS,4.0,,Y,0
1613.0,CHIEF COMMISSIONER OF CENTRAL EXCISE AND CUSTOMS,4.0,,Y,0
1614.0,DEPUTY DIRECTOR SR. GRADE AND HEAD OF DIVISION,5.0,,Y,0
1615.0,RETD. CHIEF COMMISSIONER OF CUSTOMS,5.0,,Y,0
1616.0,SENIOR SECRETARY,4.0,,Y,0
1617.0,FORMER MEMBER TRAFFIC,5.0,23.0,Y,0
1618.0,RETIRED SENIOR SECRETARY,4.0,,Y,0
1619.0,RETIRED I.G.P,4.0,,Y,0
1620.0,RETIRED D.G.P,4.0,,Y,0
1621.0,RETIRED PRINCIPAL SECRETARY,4.0,,Y,0
1622.0,RETIRED D.G,4.0,,Y,0
1623.0,FORMER SPECIAL SECRETARY AND FINANCIAL ADVISOR,4.0,23.0,Y,0
1624.0,RETD. PROFESSOR AND CHAIRMAN,5.0,,Y,0
1625.0,RETD. PROFESSOR AND DIRECTOR,5.0,,Y,0
1626.0,RETD. PRINCIPAL,5.0,,Y,0
1627.0,RETD. PROFESSOR AND DEAN,5.0,,Y,0
1628.0,EX-INSPECTOR GENERAL OF POLICE,4.0,,Y,0
1629.0,FORMER INSPECTOR GENERAL OF POLICE,4.0,,Y,0
1630.0,RETIRED PROJECT DIRECTOR,4.0,,Y,0
1631.0,RETIRED SPECIAL CHIEF SECRETARY,4.0,,Y,0
1632.0,CEO AND EX OFFICIO SPL. CHIEF SECRETARY,4.0,,Y,0
1633.0,RETD. CHIEF COMMR. LAND ADMN. SPL. CHIEF SECRETARY,4.0,,Y,0
1634.0,RETIRED MUNICIPAL COMMISSIONER,4.0,,Y,0
1635.0,ADG / DG,5.0,23.0,Y,0
1636.0,EX MEMBER ENGINEERING,5.0,,Y,0
1637.0,RETIRED COMMISSIONER AND SECRETARY,4.0,,Y,0
1638.0,EX MEMBER STAFF,5.0,,Y,0
1639.0,EX GENERAL MANAGER,5.0,,Y,0
1640.0,EX VICE CHANCELLOR,5.0,,Y,0
1641.0,RETIRED CHIEF POST MASTER GENERAL,4.0,,Y,0
1642.0,PRINIPAL DIRECTOR OF EASTERN COMMAND KOLKATA,4.0,,Y,0
1643.0,PRINCIPAL DIRECTOR OF EASTERN COMMAND,4.0,,Y,0
1644.0,EXECUTIVE DIRECTOR ACCOUNTS,5.0,,Y,0
1645.0,AIR MARSHAL COMMANDING IN CHIEF,5.0,,Y,0
1646.0,CHIEF OPERATIONS OFFICER,5.0,,Y,0
1647.0,COMMAND FLIGHT SAFETY OFFIER,5.0,,Y,0
1648.0,J D INT.,5.0,,Y,0
1649.0,C O,5.0,,Y,0
1650.0,A O C,5.0,,Y,0
1651.0,COURSE,5.0,,Y,0
1652.0,AIR I,5.0,,Y,0
1653.0,A C A S TRAINING,5.0,,Y,0
1654.0,D G I AND S,5.0,,Y,0
1655.0,S A S O,5.0,,Y,0
1656.0,A O C IN C,5.0,,Y,0
1657.0,RETIRED ADMINISTRATIVE MEMBER,4.0,,Y,0
1658.0,VICE CHIEF OF AIR STAFF (RETD.),4.0,23.0,Y,0
1659.0,BASE COMMANDER,4.0,,Y,0
1660.0,AIR ADVISER,4.0,,Y,0
1661.0,ASSISTANT CHIEF OF AIR STAFF PERSONNEL,4.0,,Y,0
1662.0,SENIOR AIR STAFF OFFICER,4.0,,Y,0
1663.0,STAFF OFFICER,4.0,,Y,0
1664.0,EX JOINT PROJECT DIRECTOR,5.0,,Y,0
1665.0,SCIENTIFIC ADVISOR,5.0,,Y,0
1666.0,RETD. SCIENTIST F,5.0,,Y,0
1667.0,RETD. VICE CHANCELLOR,5.0,,Y,0
1668.0,PRINCIPAL AND DIRECTOR,3.0,,Y,0
1669.0,JOINT CHIEF ELECTORAL OFFICER,4.0,,Y,0
1670.0,DIRECTOR TECHNICAL,5.0,,Y,0
1671.0,RETIRED DIRECTOR AND PROFESSOR,4.0,,Y,0
1672.0,PROGRAMME DIRECTOR,5.0,,Y,0
1673.0,RETD. CHAIRMAN AND MANAGING DIRECTOR,5.0,,Y,0
1674.0,RETD. DIRECTOR TECHNICAL,5.0,,Y,0
1675.0,RETIRED PROFESSOR AND MEDICAL SUPERINTENDANT,4.0,,Y,0
1676.0,SCIENTIST DIRECTOR GRADE,5.0,,Y,0
1677.0,D E E,4.0,,Y,0
1678.0,RETD. SCIENTIST AND CHIEF CONTROLLER,5.0,,Y,0
1679.0,DIRECTOR CUM VICE CHANCELLOR,4.0,,Y,0
1680.0,PROGRAM ECONOMIST,4.0,,Y,0
1681.0,RETIRED CHIEF ECONOMIC ADVISER,4.0,,Y,0
1682.0,DEPUTY DIRECTOR GENERAL HORTICULTURAL SCIENCE,4.0,23.0,Y,0
1683.0,PROFESSOR HEAD AND COORDINATOR,4.0,,Y,0
1684.0,DIRECTOR ACADEMIC,5.0,,Y,0
1685.0,COLONEL PROFESSOR,4.0,,Y,0
1686.0,SENIOR ADVISER AND PROFESSOR,4.0,,Y,0
1687.0,PRINCIPAL RESEARCH ENGINEER,4.0,,Y,0
1688.0,PRINCIPAL AND HOSPITAL SUPERINTENDENT,4.0,,Y,0
1689.0,FORMER ASSISTANT DIRECTOR GENERAL,5.0,,Y,0
1690.0,COMMISSIONER OF POLICE,4.0,,Y,0
1691.0,RETIRED VICE ADMIRAL,4.0,,Y,0
1692.0,NAVAL ASSISTANT TO CNS,4.0,,Y,0
1693.0,ASSISTANT CHIEF OF NAVAL STAFF,4.0,,Y,0
1694.0,DEPUTY CHIEF,4.0,,Y,0
1695.0,RETIRED SENIOR ADVISER,4.0,,Y,0
1696.0,CHIEF COMMUNICAITON ENGG.,5.0,,Y,0
1697.0,SENIOR HOUSE OFFICER,5.0,,Y,0
1698.0,SPECIALIST REGISTRAR,5.0,,Y,0
1699.0,ADDITIONAL STATISTICAL ADVISER,4.0,,Y,0
1700.0,ADVISER STATISTICS,4.0,,Y,0
1701.0,RETD. SECRETARY SECURITY  ,5.0,,Y,0
1702.0,PROFESSOR AND SR. PLASTIC SURGEON,4.0,,Y,0
1703.0,PLASTIC SURGEON,4.0,,Y,0
1704.0,PROF.IN CHARGE,4.0,,Y,0
1705.0,STAFF NEPHROLOGIST,4.0,,Y,0
1706.0,HON. PROF. AND HEAD,4.0,,Y,0
1707.0,PROFESSOR UNIT HEAD AND ASSO. DEAN,4.0,,Y,0
1708.0,ASSOCIATE DIRECTOR OF RESEARCH,5.0,,Y,0
1709.0,STATIONAL COMMANDER,5.0,,Y,0
1710.0,REGIONAL DEVELOPEMENT COMMISSIONER,4.0,,Y,0
1711.0,FOUNDER AND HONARARY CHAIRMAN,4.0,,Y,0
1712.0,HEAD OF THE DIVISION,5.0,,Y,0
1713.0,PROFESSOR AND UNIT CHIEF,4.0,,Y,0
1714.0,CHIEF CONSERVATOR OF FOREST SOCIAL FORESTRY,5.0,,Y,0
1715.0,DEAN OF NURSING,4.0,,Y,0
1716.0,DEPUTY DRUG CONTROLLER ,4.0,,Y,0
1717.0,HONORARY PROFESSOR,4.0,,Y,0
1718.0,HONORARY ASSOCIATE PROFESSOR,4.0,,Y,0
1719.0,RESIDENT ENGINEER,5.0,,Y,0
1720.0,DY PROJECT MANAGER,5.0,,Y,0
1721.0,ASSISTANT RADIOLOGIST,5.0,,Y,0
1722.0,ADDL. PRINCIPAL CHIEF CONSERVATOR OF FORESTS,5.0,,Y,0
1723.0,ADDL. PROF.,4.0,,Y,0
1724.0,JOINT CONTROLLER GENERAL OF ACCOUNTS,4.0,,Y,0
