PROFESSION_ID,SPECILISATION_ID,SPECILISATION_NAME,CR_BY,MOD_BY,ACTIVE,OFLINE,DATE
32.0,2.0,APPLIED MILITARY SCIENCE,2.0,,Y,0,2021-04-07 11:02:52
33.0,1.0,COAL MINING,2.0,,Y,0,2021-04-07 11:02:52
33.0,2.0,GENERAL,2.0,2.0,Y,0,2021-04-07 11:02:52
33.0,3.0,DRILLING,2.0,,Y,0,2021-04-07 11:02:52
33.0,4.0,METAL MINING,2.0,,Y,0,2021-04-07 11:02:52
33.0,5.0,MINE PLANNING AND MECHANISATION,2.0,,Y,0,2021-04-07 11:02:52
33.0,6.0,MINES SAFETY,2.0,,Y,0,2021-04-07 11:02:52
33.0,7.0,MINES SURVEY,2.0,,Y,0,2021-04-07 11:02:52
33.0,8.0,MINERAL BENFICATION,2.0,,Y,0,2021-04-07 11:02:52
33.0,9.0,MINERAL ECONOMICS,2.0,,Y,0,2021-04-07 11:02:52
33.0,10.0,MINE ENVIRONMENT,2.0,,Y,0,2021-04-07 11:02:52
33.0,11.0,ORE DRESSING,2.0,,Y,0,2021-04-07 11:02:52
33.0,12.0,POCK MECHANICS,2.0,,Y,0,2021-04-07 11:02:52
33.0,13.0,MINE WORKING  METHODS,3.0,,Y,0,2021-04-07 11:02:52
33.0,14.0,MINERAL LAW AND LEGISLATION,6.0,,Y,0,2021-04-07 11:02:52
34.0,1.0,COLLECTION MANAGEMENT,2.0,5.0,Y,0,2021-04-07 11:02:52
34.0,2.0,CONSERVATION AND RESTORATION,2.0,,Y,0,2021-04-07 11:02:52
34.0,3.0,EPIGRAPHY,2.0,,Y,0,2021-04-07 11:02:52
34.0,4.0,MUSEUM COMMUNICATIONS,2.0,,Y,0,2021-04-07 11:02:52
34.0,5.0,NUMISMATICS,2.0,,Y,0,2021-04-07 11:02:52
34.0,6.0,"TAXONOMY, MORPHOLOGY OF GROUP OF ANIMALS",62.0,,Y,0,2025-03-07 10:00:45
34.0,7.0,PRESERVATION & MAINTENANCE,62.0,,Y,0,2025-03-07 10:01:09
35.0,1.0,DANCE,2.0,,Y,0,2021-04-07 11:02:52
35.0,2.0,DRAMA THEATRE,2.0,,Y,0,2021-04-07 11:02:52
35.0,3.0,FOLK DANCES,2.0,,Y,0,2021-04-07 11:02:52
35.0,4.0,MUSIC CLASSICAL,2.0,,Y,0,2021-04-07 11:02:52
35.0,5.0,MUSIC FOLK,2.0,,Y,0,2021-04-07 11:02:52
35.0,6.0,MUSIC LIGHT,2.0,,Y,0,2021-04-07 11:02:52
35.0,7.0,MUSICOLOGY,2.0,,Y,0,2021-04-07 11:02:52
35.0,8.0,FOLK THEATRE,5.0,,Y,0,2021-04-07 11:02:52
35.0,9.0,PRODUCTION,5.0,,Y,0,2021-04-07 11:02:52
35.0,10.0,VOCAL MUSIC,23.0,,Y,0,2021-04-08 11:21:56
35.0,11.0,MUSIC VOCAL,61.0,,Y,0,2023-08-02 12:36:39
36.0,1.0,ELECTRIAL ENGG.,2.0,,Y,0,2021-04-07 11:02:52
36.0,2.0,ELECTRONICS ENGG.,2.0,,Y,0,2021-04-07 11:02:52
36.0,3.0,GENERAL,2.0,2.0,Y,0,2021-04-07 11:02:52
36.0,4.0,MECHANICAL ENGG.,2.0,,Y,0,2021-04-07 11:02:52
36.0,5.0,SHIP PRODUCTION,2.0,,Y,0,2021-04-07 11:02:52
36.0,6.0,SHIP HYDRODYNAMICS AND DESIGN,2.0,,Y,0,2021-04-07 11:02:52
36.0,7.0,STRUCTURAL ENGG.,2.0,,Y,0,2021-04-07 11:02:52
36.0,8.0,WELDING TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
36.0,9.0,SUBMARINES,2.0,,Y,0,2021-04-07 11:02:52
36.0,10.0,LIFE SAVING EQUIPMENTS,2.0,,Y,0,2021-04-07 11:02:52
36.0,11.0,NAVIGATIONAL AIDS,6.0,,Y,0,2021-04-07 11:02:52
36.0,12.0,POLLUTION CONTROL,6.0,,Y,0,2021-04-07 11:02:52
36.0,13.0,SALVAGE,6.0,,Y,0,2021-04-07 11:02:52
37.0,1.0,ACADEMIC OP. RESEARCH,2.0,,Y,0,2021-04-07 11:02:52
37.0,2.0,APPLIED OP.  RESEARCH,2.0,,Y,0,2021-04-07 11:02:52
37.0,3.0,IMPROVED OPERATING,3.0,,Y,0,2021-04-07 11:02:52
38.0,1.0,NURSING,2.0,,Y,0,2021-04-07 11:02:52
38.0,2.0,PHYSIOTHERAPY,2.0,,Y,0,2021-04-07 11:02:52
38.0,3.0,SPEECH THERAPY,2.0,,Y,0,2021-04-07 11:02:52
39.0,1.0,PHARMACEUTICAL CHEMISTRY,2.0,,Y,0,2021-04-07 11:02:52
39.0,2.0,PHARMACEUTICS,2.0,,Y,0,2021-04-07 11:02:52
39.0,3.0,PHARMACOGNOSY,2.0,54.0,Y,0,2021-04-07 11:02:52
39.0,4.0,PHARMACOLOGY,1.0,,Y,0,2021-04-07 11:02:52
39.0,5.0,PHARMACOGNOSY  PHYTOCHEMISTRY,1.0,,Y,0,2021-04-07 11:02:52
39.0,6.0,PHARMACY PRACTICE,1.0,,Y,0,2021-04-07 11:02:52
39.0,7.0,QUALITY ASSURANCE,1.0,,Y,0,2021-04-07 11:02:52
39.0,8.0,PHARMACEUTICAL BIOTECHNOLOGY,1.0,,Y,0,2021-04-07 11:02:52
39.0,9.0,PHARMACEUTICAL SCIENCES,4.0,,Y,0,2021-04-07 11:02:52
39.0,10.0,PHARMACEUTICAL ANALYSIS,23.0,,Y,0,2021-04-07 11:02:52
39.0,11.0,PHARMACOKINETICS AND DRUG METABOLISM,45.0,,Y,0,2021-04-07 11:02:52
39.0,12.0,PHARMACEUTICALS,66.0,,Y,0,2023-01-12 11:19:23
39.0,13.0,MEDICINAL CHEMISTRY,66.0,,Y,0,2025-09-15 16:36:20
40.0,1.0,ANALYTICAL CHEMISTRY,2.0,,Y,0,2021-04-07 11:02:52
40.0,2.0,ASTRONOMY,2.0,,Y,0,2021-04-07 11:02:52
40.0,3.0,CHEMISTRY,2.0,,Y,0,2021-04-07 11:02:52
40.0,4.0,CHEMISTRY QUALITY ASSURANCE  TESTING  INSPECTION,2.0,,Y,0,2021-04-07 11:02:52
40.0,5.0,ELECTRO CHEMISTRY,2.0,,Y,0,2021-04-07 11:02:52
40.0,6.0,FORENSIC SCIENCE,2.0,,Y,0,2021-04-07 11:02:52
40.0,7.0,GEO CHEMISTRY,2.0,,Y,0,2021-04-07 11:02:52
40.0,8.0,GEOLOGY,2.0,,Y,0,2021-04-07 11:02:52
40.0,9.0,GEOPHYSICS,2.0,,Y,0,2021-04-07 11:02:52
40.0,10.0,INDUSTRIAL CHEMISTRY,2.0,66.0,Y,0,2021-04-07 11:02:52
40.0,11.0,INORGANIC CHEMISTRY,2.0,,Y,0,2021-04-07 11:02:52
40.0,12.0,ORGANIC CHEMISTRY,2.0,,Y,0,2021-04-07 11:02:52
40.0,13.0,PHYSICAL CHEMISTRY,2.0,,Y,0,2021-04-07 11:02:52
40.0,14.0,PHYSICS,2.0,,Y,0,2021-04-07 11:02:52
40.0,15.0,MARINE SCIENCE,5.0,,Y,0,2021-04-07 11:02:52
40.0,16.0,SCIENCE  I,4.0,,Y,0,2021-04-07 11:02:52
40.0,17.0,LEGAL METROLOGY,5.0,,Y,0,2021-04-07 11:02:52
40.0,18.0,ATMOSPHERIC SCIENCES,5.0,,Y,0,2021-04-07 11:02:52
40.0,19.0,APPLIED PHYSICS,45.0,,Y,0,2021-04-07 11:02:52
40.0,20.0,CYBER FORENSIC,54.0,,Y,0,2021-11-30 12:36:40
40.0,21.0,BALLISTICS,54.0,,Y,0,2021-11-30 12:37:34
40.0,22.0,EARTH SCIENCE,66.0,,Y,0,2023-11-23 11:41:55
40.0,23.0,PHYSICAL OCEANOGRAPHY,66.0,,Y,0,2023-11-23 11:47:22
40.0,24.0,COMPUTATIONAL MATERIALS,66.0,,Y,0,2023-11-23 17:31:43
40.0,25.0,FISHERIES SCIENCES,66.0,,Y,0,2023-12-06 17:35:40
40.0,26.0,FORESTRY,70.0,,Y,0,2024-01-12 17:28:18
40.0,27.0,COMPUTATIONAL SCIENCE,66.0,,Y,0,2024-05-03 17:10:02
40.0,28.0,SENIOR SCIENTIFIC ASSISTANT,66.0,,Y,0,2024-05-22 17:04:01
40.0,29.0,JUNIOR SCIENTIFIC OFFICER,66.0,66.0,N,0,2024-05-22 17:04:26
40.0,30.0,PRECAMBRIAN GEOLOGY,66.0,,Y,0,2024-09-11 10:36:16
40.0,31.0,GEOCHRONOLOGY,66.0,,Y,0,2024-09-11 10:36:29
40.0,32.0,COMPUTER SCIENCES AND INFORMATION TECHNOLOGY,71.0,,Y,0,2024-12-02 10:27:23
40.0,33.0,MATERIALS SCIENCE,66.0,,Y,0,2025-02-06 11:49:44
40.0,34.0,OCEANIC SCIENCE,66.0,,Y,0,2025-02-19 16:22:28
40.0,35.0,METABOLIC SYNDROME & BREAST CANCER,77.0,,Y,0,2025-03-04 17:46:40
40.0,36.0,BIOORGANIC CHEMISTRY & CHEMICAL BIOLOGY,77.0,,Y,0,2025-03-05 11:34:54
40.0,37.0,ORGANIC SYTHESIS,77.0,,Y,0,2025-03-05 11:53:31
41.0,1.0,REHABILITATION,5.0,,Y,0,2021-04-07 11:02:52
41.0,2.0,RURAL SOCIOLOGY,4.0,,Y,0,2021-04-07 11:02:52
41.0,3.0,SOCIAL WELFARE AND PLANNING,4.0,,Y,0,2021-04-07 11:02:52
41.0,4.0,SOCIAL CHANGE AND DEVELOPMENT,4.0,,Y,0,2021-04-07 11:02:52
41.0,5.0,SOCIAL SCIENCE,5.0,,Y,0,2021-04-07 11:02:52
41.0,6.0,POLITICAL SOCIOLOGY,4.0,,Y,0,2021-04-07 11:02:52
41.0,7.0,POPULATION STUDIES,4.0,,Y,0,2021-04-07 11:02:52
41.0,8.0,DEVELOPMENT STUDY,4.0,,Y,0,2021-04-07 11:02:52
41.0,9.0,CRIMINOLOGY,5.0,,Y,0,2021-04-07 11:02:52
41.0,10.0,PANCHAYATI RAJ,5.0,,Y,0,2021-04-07 11:02:52
41.0,11.0,WOMENS  STUDIES PROGRAMME,5.0,,Y,0,2021-04-07 11:02:52
41.0,12.0,GENDER STUDIES,4.0,,Y,0,2021-04-07 11:02:52
41.0,13.0,SOCIOLOGICAL THEORY,5.0,,Y,0,2021-04-07 11:02:52
41.0,14.0,HUMAN RIGHTS,5.0,,Y,0,2021-04-07 11:02:52
41.0,15.0,INDUSTRIAL SOCIOLOGY,5.0,,Y,0,2021-04-07 11:02:52
41.0,16.0,SOCIOLOGY OF SCHOOLING,5.0,,Y,0,2021-04-07 11:02:52
41.0,17.0,SOCIOLOGY OF TEACHING,5.0,,Y,0,2021-04-07 11:02:52
41.0,18.0,PARTICIPATORY DEVELOPMENT,5.0,,Y,0,2021-04-07 11:02:52
41.0,19.0,SOCIAL ANTHROPOLOGY,5.0,,Y,0,2021-04-07 11:02:52
41.0,20.0,SOCIOLOGY OF KNOWLEDGE  AND CULTURE,5.0,,Y,0,2021-04-07 11:02:52
41.0,21.0,ECONOMIC SOCIOLOGY,5.0,,Y,0,2021-04-07 11:02:52
41.0,22.0,MEDIA STUDIES,5.0,,Y,0,2021-04-07 11:02:52
41.0,23.0,SOCIAL WORK,5.0,,Y,0,2021-04-07 11:02:52
41.0,24.0,TRIBAL WELFARE & DEVELOPMENT,23.0,,Y,0,2021-04-07 11:02:52
41.0,25.0,MINORITY AFFAIRS,23.0,,Y,0,2021-04-07 11:02:52
41.0,26.0,ETHNIC STUDIES,23.0,,Y,0,2021-04-07 11:02:52
41.0,27.0,FAMILY AND CHILD WELFARE,40.0,,Y,0,2022-09-28 12:48:14
41.0,28.0,COMMUNITY DEVELOPMENT,40.0,,Y,0,2022-09-28 12:57:44
41.0,29.0,SOCIAL MEDICINE,66.0,,Y,0,2022-09-28 14:42:46
41.0,30.0,COMMUNITY HEALTH,66.0,,Y,0,2022-09-28 14:44:48
41.0,31.0,"SOCIOLOGICAL THINKERS, INDIAN SOCIETY, POLITY AND SOCIETY, URBAN SOCIOLOGY, RESEARCH METHODOLOGY",71.0,,Y,0,2024-11-27 15:40:42
41.0,32.0,HUMANITIES,66.0,,Y,0,2024-12-24 16:54:34
42.0,1.0,DAIRY SCIENCE AND TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
42.0,2.0,FASHION TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
42.0,3.0,FOOD TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
42.0,4.0,FRUIT AND VEGETABLE TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
42.0,5.0,FUEL TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
42.0,6.0,GLASS AND CERAMIC TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
42.0,7.0,INK TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
42.0,8.0,LEATHER TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
42.0,9.0,PAPER TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
42.0,10.0,PRINTING TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
42.0,11.0,SALT TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
42.0,12.0,SUGAR TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
42.0,13.0,WOOD TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
42.0,14.0,OIL TECHNOLOGY,4.0,,Y,0,2021-04-07 11:02:52
42.0,15.0,MEAT TECHNOLOGY,5.0,,Y,0,2021-04-07 11:02:52
42.0,16.0,DAIRY SCIENCE,5.0,,Y,0,2021-04-07 11:02:52
42.0,17.0,ANIMAL HUSBANDRY AND VETERINARY SCI.,5.0,,Y,0,2021-04-07 11:02:52
42.0,18.0,CHEMICAL TECHNOLOGY,23.0,,Y,0,2021-04-07 11:02:52
42.0,19.0,SPECIALTY GLASS DIVISION,71.0,71.0,Y,0,2025-01-06 12:56:26
43.0,1.0,ACADEMIC GENERAL,2.0,,Y,0,2021-04-07 11:02:52
43.0,2.0,AGRICULTURAL STATISTICS APPLIED,2.0,,Y,0,2021-04-07 11:02:52
43.0,3.0,AGRICULTURAL STATISTICS ACADEMIC,2.0,,Y,0,2021-04-07 11:02:52
43.0,4.0,APPLIED STATISTICS,2.0,,Y,0,2021-04-07 11:02:52
43.0,5.0,BIOSTATISTICS,2.0,,Y,0,2021-04-07 11:02:52
43.0,6.0,FISHERIES STATISTICS,2.0,,Y,0,2021-04-07 11:02:52
43.0,7.0,INDUSTRIAL STATISTICS,2.0,,Y,0,2021-04-07 11:02:52
43.0,8.0,MEDICAL STATISTICS,2.0,,Y,0,2021-04-07 11:02:52
43.0,9.0,POPULATION STUDIES ACADEMIC,2.0,,Y,0,2021-04-07 11:02:52
43.0,10.0,POPULATION STUDIES APPLIED,2.0,,Y,0,2021-04-07 11:02:52
43.0,11.0,VETERINARY STATISTICS,2.0,,Y,0,2021-04-07 11:02:52
43.0,12.0,INDIAN STATISTICAL SERVICE,1.0,59.0,Y,0,2021-04-07 11:02:52
43.0,13.0,OPERATION RESEARCH,4.0,,Y,0,2021-04-07 11:02:52
43.0,14.0,PROBABILITY THEORY,5.0,,Y,0,2021-04-07 11:02:52
43.0,15.0,INSURANCE ,5.0,25.0,Y,0,2021-04-07 11:02:52
43.0,16.0,EDUCATIONAL STATISTICS,5.0,,Y,0,2021-04-07 11:02:52
43.0,17.0,ORDER STATISTICS,5.0,,Y,0,2021-04-07 11:02:52
43.0,18.0,SAMPLE SURVEY,5.0,,Y,0,2021-04-07 11:02:52
43.0,19.0,NATIONAL ACCOUNTS STATISTICS,1.0,,Y,0,2021-04-07 11:02:52
43.0,20.0,STATISTICAL ALGORITHMS,1.0,,Y,0,2021-04-07 11:02:52
43.0,21.0,OPERATIONS RESEARCH,1.0,,Y,0,2021-04-07 11:02:52
43.0,22.0,RELIABILITY,1.0,,Y,0,2021-04-07 11:02:52
43.0,23.0,DESIGN OF EXPERIMENTS,1.0,,Y,0,2021-04-07 11:02:52
43.0,24.0,MATHEMATICAL STATISTICS,40.0,,Y,0,2022-07-29 11:48:46
43.0,25.0,STATISTICAL INFERENCE,66.0,,Y,0,2024-07-25 17:18:43
43.0,26.0,DISTRIBUTION THEORY,66.0,,Y,0,2025-10-15 17:15:17
43.0,27.0,MULTIVARIATE ANALYSIS ,66.0,,Y,0,2025-10-15 17:15:42
44.0,1.0,MANUFACTURE,2.0,,Y,0,2021-04-07 11:02:52
44.0,2.0,NATURAL FIBRES,2.0,,Y,0,2021-04-07 11:02:52
44.0,3.0,SYNTHETICS MMF,2.0,,Y,0,2021-04-07 11:02:52
44.0,4.0,TEXTILE CHEMSITRY,2.0,,Y,0,2021-04-07 11:02:52
44.0,5.0,COSTING,2.0,,Y,0,2021-04-07 11:02:52
44.0,6.0,TEXTILE DESIGN,2.0,,Y,0,2021-04-07 11:02:52
44.0,7.0,HANDLOOM TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
44.0,8.0,JUTE TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
44.0,9.0,KNITTING TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
44.0,10.0,SPINING AND WEAVING TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
44.0,11.0,MARKETING EXPORT IMPORT,2.0,,Y,0,2021-04-07 11:02:52
44.0,12.0,TESTING AND QUALITY CONTROL,2.0,,Y,0,2021-04-07 11:02:52
44.0,13.0,TEXTILE PHYSICS,2.0,,Y,0,2021-04-07 11:02:52
44.0,14.0,WOOL TECHNOLOGY,2.0,,Y,0,2021-04-07 11:02:52
44.0,15.0,GARMENT TECHNOLOGY,5.0,,Y,0,2021-04-07 11:02:52
44.0,16.0,DESIGNING,5.0,,Y,0,2021-04-07 11:02:52
44.0,17.0,TEXTILE DESIGNING,5.0,,Y,0,2021-04-07 11:02:52
44.0,18.0,WEAVING,5.0,,Y,0,2021-04-07 11:02:52
44.0,19.0,MACHINE AND DESIGN,5.0,,Y,0,2021-04-07 11:02:52
44.0,20.0,SPINNING,5.0,,Y,0,2021-04-07 11:02:52
44.0,21.0,SILK TECH,5.0,,Y,0,2021-04-07 11:02:52
44.0,22.0,TEXTILE TESTING,5.0,,Y,0,2021-04-07 11:02:52
44.0,23.0,NATURAL DYES,5.0,,Y,0,2021-04-07 11:02:52
44.0,24.0,PLASMA TECH.,5.0,,Y,0,2021-04-07 11:02:52
44.0,25.0,MECHANICAL PROCESSING,5.0,,Y,0,2021-04-07 11:02:52
44.0,26.0,HANDICRAFTS,5.0,,Y,0,2021-04-07 11:02:52
44.0,27.0,FABRIC MANUFACTURING TECHNOLOGY,5.0,,Y,0,2021-04-07 11:02:52
44.0,28.0,TEXTILE CHEMICAL PROCESSING,5.0,,Y,0,2021-04-07 11:02:52
44.0,29.0,FIBRE SCIENCE AND TECHNOLOGY,5.0,,Y,0,2021-04-07 11:02:52
45.0,1.0,ANATOMY.,2.0,,Y,0,2021-04-07 11:02:52
45.0,2.0,ANIMAL BREEDING AND GENETICS,2.0,,Y,0,2021-04-07 11:02:52
45.0,3.0,ANIMAL NUTRITION,2.0,,Y,0,2021-04-07 11:02:52
45.0,4.0,ANIMAL REPRODUCTION,2.0,,Y,0,2021-04-07 11:02:52
45.0,5.0,ANIMAL SCIENCE,2.0,,Y,0,2021-04-07 11:02:52
45.0,6.0,BIOCHEMISTRY V SCI.,2.0,,Y,0,2021-04-07 11:02:52
45.0,7.0,MEAT HYGINE,2.0,,Y,0,2021-04-07 11:02:52
45.0,8.0,MEDICINE,2.0,,Y,0,2021-04-07 11:02:52
45.0,9.0,MICROBIOLOGY V SCI.,2.0,,Y,0,2021-04-07 11:02:52
45.0,10.0,OBSTETRICS AND GYNAECOLOGY,2.0,26.0,Y,0,2021-04-07 11:02:52
45.0,11.0,PARASITOLOGY,2.0,,Y,0,2021-04-07 11:02:52
45.0,12.0,PATHOLOGY V SCI.,2.0,,Y,0,2021-04-07 11:02:52
45.0,13.0,PHARMACOLOGY.,2.0,,Y,0,2021-04-07 11:02:52
45.0,14.0,SURGERY V SCI.,2.0,,Y,0,2021-04-07 11:02:52
45.0,15.0,VETERINARY SCIENCE GENERAL,2.0,,Y,0,2021-04-07 11:02:52
45.0,16.0,VIROLOGY,2.0,,Y,0,2021-04-07 11:02:52
45.0,17.0,BACTERIOLOGY,2.0,,Y,0,2021-04-07 11:02:52
45.0,18.0,ANIMAL HUSBANDRY,2.0,,Y,0,2021-04-07 11:02:52
45.0,19.0,POULTRY SCIENCE,2.0,,Y,0,2021-04-07 11:02:52
45.0,20.0,VETERINARY ANATOMY AND HISTOLOGY,6.0,,Y,0,2021-04-07 11:02:52
45.0,21.0,PHYSIOLOGY,2.0,66.0,Y,0,2021-04-07 11:02:52
45.0,22.0,ANIMAL PHYSIOLOGY,2.0,,Y,0,2021-04-07 11:02:52
45.0,23.0,LIVE STOCK PRODUCTION AND MANAGEMENT,6.0,,Y,0,2021-04-07 11:02:52
45.0,24.0,VETY. MICROBIOLOGY.,2.0,,Y,0,2021-04-07 11:02:52
45.0,25.0,ANIMAL BIOCHEMISTRY,2.0,,Y,0,2021-04-07 11:02:52
45.0,26.0,VET BACTERIOLOGY VIROLOGY,2.0,,Y,0,2021-04-07 11:02:52
45.0,27.0,VETERINARY SURGERY,2.0,,Y,0,2021-04-07 11:02:52
45.0,28.0,MEAT SCIENCE AND TECHNOLOGY,4.0,,Y,0,2021-04-07 11:02:52
45.0,29.0,VETERINARY SURGERY AND RADIOLOGY,4.0,,Y,0,2021-04-07 11:02:52
45.0,30.0,RADIOLOGY,4.0,,Y,0,2021-04-07 11:02:52
45.0,31.0,VETERINARY MEDICINE,5.0,,Y,0,2021-04-07 11:02:52
45.0,32.0,TOXICOLOGY,4.0,,Y,0,2021-04-07 11:02:52
45.0,33.0,ANIMAL VIROLOGY,5.0,,Y,0,2021-04-07 11:02:52
45.0,34.0,ANIMAL PRODUCTION MANAGEMENT,5.0,,Y,0,2021-04-07 11:02:52
45.0,35.0,ANIMAL REPRODUCTION AND PRODUCTION,5.0,,Y,0,2021-04-07 11:02:52
45.0,36.0,VETERINARY PUBLIC HEALTH,25.0,,Y,0,2021-04-07 11:02:52
45.0,37.0,VETERINARY ANATOMY,70.0,,Y,0,2024-01-23 16:59:15
45.0,38.0,VETERINARY GYNAECOLOGY AND OBSTETRICS ,70.0,,Y,0,2024-01-23 17:05:46
45.0,39.0,STATISTICS,70.0,,Y,0,2024-01-23 17:15:03
45.0,40.0,VETERINARY MICROBIOLOGY,70.0,,Y,0,2024-01-23 17:28:26
45.0,41.0,VETERINARY PATHOLOGY,70.0,,Y,0,2024-01-23 17:41:12
45.0,42.0,VETERINARY PHYSIOLOGY,70.0,,Y,0,2024-01-23 17:46:21
45.0,43.0,VETERINARY PHARMACOLOGY & TOXICOLOGY,70.0,,Y,0,2024-01-23 17:49:53
45.0,44.0,LIVESTOCK PRODUCTION MANAGEMENT ,70.0,,Y,0,2024-01-23 17:56:00
45.0,45.0,CHEMISTRY,70.0,,Y,0,2024-01-23 17:59:35
45.0,46.0,VETERINARY EXTENSION,70.0,,Y,0,2024-01-24 10:50:08
45.0,47.0,VETERINARY PARASITOLOGY,70.0,,Y,0,2024-01-24 10:53:47
45.0,48.0,LIVESTOCK PRODUCT TECHNOLOGY,70.0,,Y,0,2024-01-24 10:57:31
45.0,49.0,ANIMAL GENETIC AND BREEDING,70.0,,Y,0,2024-01-24 11:12:33
45.0,50.0,PUBLIC HEALTH AND EPIDEMIOLOGY,66.0,,Y,0,2024-08-22 15:44:29
45.0,51.0,ANIMAL HEALTH,66.0,,Y,0,2024-08-22 15:44:54
45.0,52.0,ADGUSTABLE GASTRIC BANDING,77.0,,Y,0,2025-03-21 11:26:55
45.0,53.0,DAIRY TECHNOLOGY,77.0,,Y,0,2025-03-21 14:49:03
45.0,54.0,LIVESTOCK PRODUCTION AND MANAGEMENT,77.0,,Y,0,2025-03-21 15:44:05
45.0,55.0,VETERINARY AND ANIMAL HUSBANDRY EXTENSION EDUCATION,77.0,,Y,0,2025-03-21 17:09:43
45.0,56.0,VETERINARY BIOCHEMISTRY,66.0,,Y,0,2025-05-08 15:17:23
45.0,57.0,ANIMAL REPRODUCTION AND GYNAECOLOGY,66.0,,Y,0,2025-05-08 15:17:40
45.0,58.0,VETERINARY BIOTECHNOLOGY,66.0,,Y,0,2025-05-08 16:12:19
45.0,59.0,TEACHING VETERINARY CLINICAL COMPLEX,77.0,,Y,0,2025-06-06 17:14:03
45.0,60.0,VETERINARY PHYSIOLOGY & BIOCHEMISTRY,77.0,,Y,0,2025-06-06 17:35:33
45.0,61.0,VETERINARY PUBLIC HEALTH & EPIDEMIOLOGY,77.0,,Y,0,2025-06-09 11:06:51
45.0,62.0,VETERINARY AND ANIMAL HUSBANDRY EXTENSION EDUCATION,77.0,,Y,0,2025-06-09 12:28:52
45.0,63.0,VETERINARY PARASITOLOGY,77.0,,Y,0,2025-06-09 17:14:04
45.0,64.0,BDI,77.0,,Y,0,2025-06-09 17:24:55
45.0,65.0,AQUACULTURE PRODUCTION TECHNOLOGY,77.0,,Y,0,2025-06-11 11:56:22
45.0,66.0,FISHERIES,77.0,,Y,0,2025-06-11 12:16:07
45.0,67.0,LIVESSTOCK ECONOMIES,77.0,,Y,0,2025-06-11 12:30:09
45.0,68.0,DAIRY ENGINEERING,77.0,,Y,0,2025-06-11 12:40:56
46.0,1.0,ACADEMIC..,2.0,,Y,0,2021-04-07 11:02:52
46.0,2.0,APPLIED,2.0,,Y,0,2021-04-07 11:02:52
46.0,3.0,DOCUMENTATION,2.0,,Y,0,2021-04-07 11:02:52
46.0,4.0,LIBRARY MANAGEMENT,4.0,,Y,0,2021-04-07 11:02:52
46.0,5.0,INFORMATION COMMUNICATION,5.0,,Y,0,2021-04-07 11:02:52
46.0,6.0,PUBLIC LIBRARY SCIENCE,5.0,,Y,0,2021-04-07 11:02:52
46.0,7.0,PUBLIC LIBRARY SYSTEM,5.0,,Y,0,2021-04-07 11:02:52
46.0,8.0,ICT,5.0,,Y,0,2021-04-07 11:02:52
46.0,9.0,DIGITIZATION,5.0,,Y,0,2021-04-07 11:02:52
46.0,10.0,INFORMATION SYSTEM,5.0,,Y,0,2021-04-07 11:02:52
46.0,11.0,SCIENTOMETRICS,5.0,,Y,0,2021-04-07 11:02:52
46.0,12.0,LIBRARY CLASSIFICATION,5.0,,Y,0,2021-04-07 11:02:52
46.0,13.0,DIGITAL LIBRARY,5.0,,Y,0,2021-04-07 11:02:52
46.0,14.0,DIGITAL PRESERVATION,5.0,,Y,0,2021-04-07 11:02:52
46.0,15.0,INF. MGMT. AND COM. APPL.,5.0,,Y,0,2021-04-07 11:02:52
46.0,16.0,LIBRARY AUTOMATION  AND NETWORKING,5.0,,Y,0,2021-04-07 11:02:52
46.0,17.0,INF. STORAGE AND RET. SYSTEM,5.0,,Y,0,2021-04-07 11:02:52
46.0,18.0,CLASSIFICATION,5.0,,Y,0,2021-04-07 11:02:52
46.0,19.0,LIBRARY AND INFORMATION SCIENCE,5.0,,Y,0,2021-04-07 11:02:52
46.0,20.0,BIO-ENGINEERING ,66.0,,Y,0,2023-08-04 17:26:58
46.0,21.0,NATURAL LANGUAGE PROCESSING ,66.0,,Y,0,2023-09-06 16:48:41
46.0,22.0,TEXT MINING ,66.0,,Y,0,2023-09-06 16:48:56
46.0,23.0,JOURNAL EVALUATION ,66.0,,Y,0,2023-09-06 16:49:17
46.0,24.0,IT APPLICATIONS,66.0,,Y,0,2023-09-06 16:49:38
