DEGREE_ID,DEGREE_NAME,CR_BY,MOD_BY,ACTIVE,OFLINE
978.0,DHMS,70.0,4.0,Y,0
979.0,MASTER IN PHYSIOTHERAPY (MPT),70.0,4.0,Y,0
980.0,MD (SPORTS MEDICINE),70.0,4.0,Y,0
981.0,DIPLOMA IN PHYSICAL MEDICINE AND REHABILITATION ,70.0,4.0,Y,0
982.0,MASTERS IN BUSINESS ECONOMICS(MBE),66.0,4.0,Y,0
983.0,CMA,66.0,4.0,Y,0
984.0,AMIE,59.0,4.0,Y,0
985.0,MIE,59.0,4.0,Y,0
986.0,BACHELOR OF FISHERIES SCIENCE(B.F.SC),66.0,4.0,Y,0
987.0,MASTER OF FISHERIES SCIENCE(M.F.SC),66.0,4.0,Y,0
988.0,M.R.C.G.P,66.0,4.0,Y,0
989.0,FCGP(FELLOW OF THE IMA COLLEGE OF GENERAL PRACTITIONERS),66.0,4.0,Y,0
990.0,MINING ENGINEERING,66.0,4.0,Y,0
991.0,MASTER OF INTERNATIONAL BUSINESS(MIB),66.0,4.0,Y,0
992.0,B.E.(MINING),66.0,4.0,Y,0
993.0,DIRECTOR OF MUSIC,66.0,4.0,Y,0
994.0,M.SC(APPLIED PSYCHOLOGY),66.0,4.0,Y,0
995.0,DIPLOMA IN RADIATION MEDICINE (DRM),70.0,4.0,Y,0
996.0,M.P.A,70.0,4.0,Y,0
997.0,B.SC(HONS) NURSING,66.0,4.0,Y,0
998.0,M.SC(NURSING),66.0,4.0,Y,0
999.0,MASTERS IN ARCHITECTURE,66.0,4.0,Y,0
1000.0,FINANCIAL ADVISER AND CHIEF ACCOUNTS OFFICER,66.0,4.0,Y,0
1001.0,FINANCIAL ADVISER AND CHIEF ACCOUNTS OFFICER,66.0,4.0,N,0
1002.0,B.SC(HOME SCIENCE),66.0,4.0,Y,0
1003.0,M.SC(FOODS AND NUTRITION),66.0,4.0,Y,0
1004.0,M.D. (HOMOEOPATHY),70.0,4.0,Y,0
1005.0,PD DIPLOMA IN MEDICO LEGAL STUDIES,70.0,4.0,Y,0
1006.0,PD DIPLOMA IN MEDICO LEGAL STUDIES,70.0,4.0,Y,0
1007.0,MSDS(MASTERS IN STRATEGIC AND DEVELOPMENT STUDIES),66.0,4.0,Y,0
1008.0,PGDCFT(POST GRADUATE DIPLOMA IN COUNSELLING AND FAMILY THERAPY),66.0,4.0,Y,0
1009.0,MBBS,73.0,4.0,Y,0
1010.0,NDDY(DIPLOMA IN NATUROPATH-DIPLOMA IN YOGA),66.0,4.0,Y,0
1011.0,FRCR(FELLOW OF THE ROYAL COLLEGE OF RADIOLOGISTS),66.0,4.0,Y,0
1012.0,MASTER OF PLANNING (HOUSING),77.0,4.0,Y,0
1013.0,AIIA,77.0,4.0,Y,0
1014.0,SCIENTIFIC AND TECHNICAL STAFF,77.0,4.0,Y,0
1015.0,ADMINISTRATIVE FINANCE AND ACCOUNTS STAFF,77.0,4.0,Y,0
1016.0,SCIENTISTS AND PROFESSORS OF ICAR/SAUS,77.0,4.0,Y,0
1017.0,MANAGEMENT DEVELOPMENT PROGRAMME(MDP),71.0,4.0,Y,0
1018.0,DIPLOMA IN BANKING,71.0,4.0,Y,0
1019.0,FELLOWSHIP,71.0,66.0,Y,0
1020.0,MARINE ENGINEERING,72.0,4.0,Y,0
1021.0,BACHELOR OF DENTAL SURGERY.,72.0,4.0,Y,0
1022.0,MASTER OF DENTAL SURGERY,72.0,4.0,Y,0
1023.0,INDIAN DIPLOMA IN REGIONAL ANAESTHESIA.,72.0,4.0,Y,0
1024.0,MASTER IN INTERNATIONAL DEVELOPMENT POLICY (M.I.D.P),72.0,4.0,Y,0
1025.0,"FELLOW OF THE NATIONAL ACADEMY OF SCIENCES, INDIA(F.N.A.SC)",66.0,4.0,Y,0
1026.0,MASTERS IN LANDSCAPE ARCHITECTURE,72.0,4.0,Y,0
1027.0,M.D.S.,77.0,4.0,Y,0
1028.0,BACHELOR OF LIBRARY SCIENCE,72.0,4.0,Y,0
1029.0,RURAL BOND,77.0,4.0,Y,0
1030.0,PERSONNEL STAFF,77.0,4.0,Y,0
1031.0,INDICAA GLOBAL LTD,77.0,4.0,Y,0
1032.0,INDONESIAN FOR INDEPENDENT USERS,77.0,4.0,Y,0
1033.0,M.D.(AYURVEDA),66.0,4.0,Y,0
1034.0,INTERPRETERSHIP COURSE,77.0,4.0,Y,0
1035.0,B.HMCT(BACHELOR OF HOTEL MANAGEMENT AND CATERING TECHNOLOGY.,66.0,4.0,Y,0
1036.0,AB INITIO COURSE FOR AIR TRAFFIC CONTROLLERS,66.0,4.0,Y,0
1037.0,RESIDENT DOCTOR,66.0,4.0,Y,0
1038.0,DIPLOMA OF PROFICIENCY,66.0,4.0,Y,0
1039.0,ADVANCED DIPLOMA OF PROFICIENCY ,66.0,4.0,Y,0
1040.0,BVSC&AH,73.0,4.0,Y,0
1041.0,BACHELOR OF VETERINARY SCIENCE AND ANIMAL HUSBANDRY,73.0,4.0,Y,0
1042.0,MVSC,73.0,4.0,Y,0
1043.0,FELASA C CERTIFICATE,73.0,4.0,Y,0
1044.0,FELLOW IAVP,73.0,4.0,Y,0
1045.0,DIPLOMATE ICLAM,73.0,4.0,Y,0
1046.0,FELLOW LASA,73.0,4.0,Y,0
1047.0,FELLOW NAVS,73.0,4.0,Y,0
1048.0,A.N.S.I(ASSOCIATESHIP OF NATIONAL SUGAR INSTITUTE),66.0,4.0,Y,0
1049.0,F.N.S.I(FELLOWSHIP OF NATIONAL SUGAR INSTITUTE),66.0,4.0,Y,0
1050.0,MASTER OF LAW,73.0,4.0,Y,0
1051.0,MD,73.0,4.0,Y,0
