DEGREE_ID,DEGREE_NAME,CR_BY,MOD_BY,ACTIVE,OFLINE
556.0,JAPANESE LANGUAGE CERTIFICATE COURSE,5.0,,Y,0
557.0,MASTERS IN BUILDING ENGINEERING  MANAGEMENT,5.0,,Y,0
558.0,ADVOCATE ON RECORD SUPREME COURT,5.0,,Y,0
559.0,D A S E,5.0,,Y,0
560.0,MRCOG PART I,5.0,,Y,0
561.0,OBSERVERSHIP IN OBSTETRICS AND GYNECOLOGY,5.0,,Y,0
562.0,MARINE ENGINEERING OFFICER CLASS I,5.0,,Y,0
563.0,UGC JRF,5.0,,Y,0
564.0,PRIFICIENCY,5.0,,Y,0
565.0,ENGLISH HINDI TRANSLATION REFRESHER COURSE,5.0,,Y,0
566.0,TRANSLATION TRAINING COURSE,5.0,,Y,0
567.0,PERSONAL COMPUTING TRAINING,5.0,,Y,0
568.0,ACHARYA,5.0,,Y,0
569.0,SANGEET PRABHAKAR,5.0,23.0,Y,0
570.0,M.S. AND PH.D,5.0,,Y,0
571.0,TRAINING IN INDUSTRIAL ENGINEERING,5.0,,Y,0
572.0,EXTRA FIRST CLASS ENGINEER,5.0,,Y,0
573.0,YRYR,25.0,,Y,0
574.0,DFG,25.0,,Y,0
575.0,D UNIV,5.0,,Y,0
576.0,CPET,5.0,,Y,0
577.0,CISA,5.0,,Y,0
578.0,CISM CERTIFIED INFORMATION SECURITY MANAGER,5.0,,Y,0
579.0,CISA CERTIFIED INFORMATION SYSTEMS AUDITOR,5.0,,Y,0
580.0,CRISC CERTIFIED IN RISK MANAGEMENT AND CONTROL,5.0,,Y,0
581.0,AGRIL. RES. SERVICE,5.0,,Y,0
582.0,FRCPCH,5.0,,Y,0
583.0,UN DISASTER ASSESSMENT AND COORDINATION DIPLOMA,5.0,,Y,0
584.0,B S M S,5.0,,Y,0
585.0,COMPETENT TOASTMASTER,5.0,,Y,0
586.0,CHARTERED ENGINEER,5.0,,Y,0
587.0,A.VON HUMBOLDT FELLOW,5.0,,Y,0
588.0,A.M.I.S.,5.0,,Y,0
589.0,FPM DOCTORAL PROG,5.0,,Y,0
590.0,SHORT ADVANCE COURSE,5.0,,Y,0
591.0,I.C.H AND P.V.,5.0,,Y,0
592.0,MASTERS IN PUBLIC POLICY,5.0,,Y,0
593.0,DIPLOMA IN DERMATOLOGY VENEREOLOGY,5.0,,Y,0
594.0,INTERNATIONAL CLINICAL TRAINING COURSE,5.0,,Y,0
595.0,M.PHIL.,5.0,,Y,0
596.0,B.SC.,5.0,,Y,0
597.0,I C F TECHNOLOGY,5.0,,Y,0
598.0,M SC DAIRY ECONOMICS,5.0,,Y,0
599.0,SR MANAGER,5.0,,Y,0
600.0,MASTER DIPLOMA IN PUBLIC ADMINISTRATION,5.0,,Y,0
601.0,DIPLOMA IN INDUSTRIAL SAFETY,5.0,,Y,0
602.0,B. TECH.,5.0,,Y,0
603.0,RESEARCH,5.0,,Y,0
604.0,POST GRAGUATE DIPLOMA IN FINANCIAL MANAGEMENT,5.0,,Y,0
605.0,PGDFM,5.0,,Y,0
606.0,CERTIFIED COMPETENCY MAPPING MANAGER,5.0,,Y,0
607.0,DIP CHILD HEALTH,5.0,,Y,0
608.0,DIP PUBLIC HEALTH,5.0,,Y,0
609.0,DIP INDUSTRIAL HEALTH,5.0,,Y,0
610.0,M I C O G ,5.0,,Y,0
611.0,GRATUATION I.E.,5.0,,Y,0
612.0,FRCOG,5.0,,Y,0
613.0,D T C P,5.0,,Y,0
614.0,EXECUTIVE PROG,5.0,,Y,0
615.0,C I C,5.0,,Y,0
616.0,A D C A,5.0,,Y,0
617.0,PGDCA,5.0,,Y,0
618.0,LEADERSHIP DEVELOPMENT PROGRAM,5.0,,Y,0
619.0,MASTER OF POPULATION STUDIES,5.0,,Y,0
620.0,MASTER OF SURGERY,5.0,,Y,0
621.0,DBT OVERSEAS ASSOCIATESHIP,5.0,,Y,0
622.0,P G D M L E ,5.0,,Y,0
623.0,FELLOW IN MANAGEMENT EQUIVALENT TO PH. D,5.0,,Y,0
624.0,PROGRAMME IN BUSINESS MANAGEMENT,5.0,,Y,0
625.0,B. E  MECH.,5.0,,Y,0
626.0,STIP,5.0,,Y,0
627.0,PROFESSIONAL COURCE IN ARCHIVAL CONSERVATION,5.0,,Y,0
628.0,FILM AND T.V. APPRECIATION COURSE,5.0,,Y,0
629.0,CERTIFICATE OF COMPETENCY IN MASTER,5.0,,Y,0
630.0,EXTRA MASTERS CERTIFICATE  OF COMPETENCY,5.0,,Y,0
631.0,M.SC. IN MARITIME SAFETY AND ENVIRONMENT PROTECTION,5.0,,Y,0
632.0,CERTIFICATE OF COMPETENCY EXTRA MASTER,5.0,,Y,0
633.0,TRAINING IN ASSESMENT EXAM. AND CERTIFICATION OF SEAFARERS,5.0,,Y,0
634.0,ASSESMENT EXAMINATION CERTIFICATION OF SEAFARER,5.0,,Y,0
635.0,ISM CODE LEAD AUDITOR,5.0,,Y,0
636.0,THE INTERNATIONAL SHIP AND PORT FACILITY SECURITY CODE (ISPS CODE),5.0,,Y,0
637.0,BACHELOR OF ELECTRICAL ENGINEERING,5.0,,Y,0
638.0,POST GRADUATE DIPLOMA IN DISASTER MANAGEMENT,5.0,,Y,0
639.0,DIPLOMA IN MECHNICAL ENGG.,5.0,,Y,0
640.0,DEGREE IN MECH. ENGG.,5.0,,Y,0
641.0,POST GRADUATE DIPLOMA IN PERSONNEL MANAGEMENT,5.0,,Y,0
642.0,SURVEY ENGINEERING,5.0,,Y,0
643.0,GRAUDATE STUDY,5.0,,Y,0
644.0,GRADUATE STUDY,5.0,,Y,0
645.0,MASTER OF POPULATION SCIENCE,5.0,,Y,0
646.0,MINE SURVEYORS CERTIFICATE OF COMPETENCY,5.0,,Y,0
647.0,CERTIFICATE OF COMPETENCY,5.0,,Y,0
648.0,DIPLOMA IN COMBINED FOOTWEAR AND LEATHER TECHNOLOGY,5.0,,Y,0
649.0,BACHELOR OF LAW,5.0,,Y,0
650.0,B.B.M.,5.0,,Y,0
651.0,POST GRADUATE DIPLOMA IN MANAGEMENT,5.0,,Y,0
652.0,MASTER IN PLANNING,5.0,,Y,0
653.0,F.N.A. SC.,5.0,,Y,0
654.0,IST CLASS MINES MANAGER CERTIFICATE OF COMPETENCY,5.0,,Y,0
655.0,DIPLOMA PRINTING TECH,5.0,,Y,0
656.0,M. M. E.,5.0,,Y,0
657.0,M M E,5.0,,Y,0
658.0,AIC BY EXAMINATION,5.0,,Y,0
659.0,ADVANCE STUDIES IN CHINESE LANGUAGE,5.0,,Y,0
660.0,AO TRAUMA FELLOW,5.0,,Y,0
661.0,NZIOA FELLOW,5.0,,Y,0
662.0,MASTER DEGREE,5.0,,Y,0
663.0,B.L.,5.0,,Y,0
664.0,M E C WITH DISSERTATION,5.0,,Y,0
665.0,MASTER OF TOURISM ADMINISTRATION,5.0,,Y,0
666.0,MASTER OF MANAGEMENT STUDIES,5.0,,Y,0
667.0,POST DIPLOMA,5.0,,Y,0
668.0,D N B ORTHO,5.0,,Y,0
669.0,ADVANCE DIPLOMA IN GERMAN,5.0,,Y,0
670.0,HIGH ENERGY MATERIALS COURSE ,5.0,,Y,0
671.0,ADVANCE CIVIL ENGINEERING IN STRUCTURAL ENGINEERING,5.0,,Y,0
672.0,FELLOW OF THE INSTITUTE OF ENGINEERS ,5.0,,Y,0
673.0,SENIOR CAMBRIDGE,5.0,,Y,0
674.0,NDA,5.0,,Y,0
675.0,MPED,5.0,,Y,0
676.0,M. PED,5.0,,Y,0
677.0,I PH.D,5.0,,Y,0
678.0,B. LIB. SC.,5.0,,Y,0
679.0,HONS. IN ENGLISH,5.0,,Y,0
680.0,JRF SRF,5.0,,Y,0
681.0,ADISC,5.0,,Y,0
682.0,DCATTP,5.0,,Y,0
683.0,NDC,5.0,,Y,0
684.0,POST DOCTORAL DIPLOMA,5.0,,Y,0
685.0,FELLOW IN HIV MEDICINE,5.0,,Y,0
686.0,DEGREE IN EXPERT IN EXPLORATION AND BENEFICATION OF MINERAL RESOURCES,5.0,,Y,0
687.0,A V S I SUGAR TECH,5.0,,Y,0
688.0,M C A,5.0,,Y,0
689.0,DIPLOMA IN FORESTRY,5.0,,Y,0
690.0,P.G. DIPLOMA IN ECOLOGY AND ENVIRONMENT,5.0,,Y,0
691.0,MASTER OF URBAN AND RURAL PLANNING,5.0,,Y,0
692.0,MOTOR TRANSPORT COURSE,5.0,,Y,0
693.0,MANAGEMENT COURSE,5.0,,Y,0
694.0,M.SC. AGROMET,5.0,,Y,0
695.0,DIPLOMA IN PUBLIC RELATIONS,5.0,,Y,0
696.0,MASTERS IN TOURISM MANAGEMENT,5.0,66.0,Y,0
697.0,DIPLOMA IN BASIC MEDICAL SCIENCE,5.0,,Y,0
698.0,DIPLOMA IN ORTHOPAEDICS,5.0,,Y,0
699.0,DIPLOMA IN NATIONAL BOARD,5.0,,Y,0
700.0,GRADUATE COURSE,5.0,,Y,0
701.0,GRADE IETE,5.0,,Y,0
702.0,POST GRADUATE DIPLOMA IN DISTANCE EDUCATION,5.0,,Y,0
703.0,DIPLOMA IN ENVIRONMENTAL AMANAGEMENT,5.0,66.0,N,0
704.0,DIPLOMA IN ENVIRONMENTAL MANAGEMENT,5.0,,Y,0
705.0,F D P M,5.0,,Y,0
706.0,A I C W A,5.0,,Y,0
707.0,MASTER OF DEFENCE STUDIES,5.0,,Y,0
708.0,DIPLOMA IN ANAESTHESIA,5.0,,Y,0
709.0,C I E D H U,5.0,,Y,0
710.0,D D V,5.0,,Y,0
711.0,MINE MANAGER CERTIFICATE OF COMPETENCY EXAMINATION,5.0,,Y,0
712.0,DIPLOMA IN MANAGEMENT,5.0,,Y,0
713.0,ADVANCED DIPLOMA,5.0,,Y,0
714.0,B G L,5.0,,Y,0
715.0,POST GRADUATE IN SUGAR TECHNOLOGY,5.0,,Y,0
716.0,MRCPATH,5.0,,Y,0
717.0,MAYO CLINIC VISITING CLINIC,5.0,,Y,0
718.0,ASSOCIATESHIP IN NATIONAL SUGAR INSTITUTE,5.0,,Y,0
719.0,DIPLOMA IN FRENCH LANGUAGE,5.0,,Y,0
720.0,F C G P,5.0,,Y,0
721.0,H F P,5.0,,Y,0
722.0,YICC,5.0,,Y,0
723.0,POST GRADUATE DIPLOMA IN ENGINEERING,5.0,,Y,0
724.0,POST DOCTORATE FELLOWSHIP,5.0,,Y,0
725.0,SEARCH AND RESCUE COURSE IN MARITIME SAFETY,5.0,,Y,0
726.0,JOINT CIVIL MILITARY TRAINING PROGRAMME,5.0,,Y,0
727.0,POST DOCTORATE,5.0,,Y,0
728.0,M P H M,5.0,,Y,0
729.0,ICWAI,5.0,,Y,0
730.0,ADVANCE DIPLOMA,5.0,,Y,0
731.0,RESEARCH FELLOW,5.0,,Y,0
732.0,B.A.M.M.S.,5.0,,Y,0
733.0,POST GRADUATE DIPLOMA IN BUSINESS MANAGEMENT,5.0,4.0,Y,0
734.0,HFA,25.0,4.0,Y,0
735.0,C C Y P,25.0,4.0,Y,0
736.0,S L E T,5.0,23.0,Y,0
737.0,F R C S,5.0,4.0,Y,0
738.0,PART I AND II,5.0,4.0,Y,0
739.0,ADVANCED WEAPON TECHNOLOGY COURSE,25.0,4.0,Y,0
740.0,MOTOR VEHICLE TECHNOLOGY COURSE,5.0,4.0,Y,0
741.0,F A I M E R,5.0,4.0,Y,0
742.0,B J M C,5.0,4.0,Y,0
743.0,D H R M,5.0,4.0,Y,0
744.0,D H E,5.0,4.0,Y,0
745.0,DIPLOMA IN NUTRITION AND HEALTH EDUCATION,5.0,4.0,Y,0
746.0,PROFICIENCY,5.0,4.0,Y,0
747.0,MASTER DIPLOMA,5.0,4.0,Y,0
748.0,B H SC,23.0,4.0,Y,0
749.0,M H SC,23.0,4.0,Y,0
750.0,COURSE IN ACUPUNCTURE,5.0,4.0,Y,0
751.0,COURSE IN ACUPUNCTURE AND LASER,5.0,4.0,Y,0
752.0,M.D (COMMUNITY HEALTH ADMINISTRATION,5.0,4.0,Y,0
753.0,B A M,5.0,4.0,Y,0
754.0,M.SC. AH. SC.,25.0,4.0,Y,0
755.0,MASTER IN PUBLIC ADMINISTRATION,5.0,4.0,Y,0
756.0,ENROLLED IN A DOCTORAL PROGRAM IN HEALTH ECONOMICS,5.0,4.0,Y,0
757.0,M D (AY),5.0,4.0,Y,0
758.0,H.P.A. ED (AY),5.0,4.0,Y,0
759.0,H.P.A. ED (AY),5.0,4.0,Y,0
760.0,PH D (AY),5.0,4.0,Y,0
761.0,D.E.M. (DIPLOMA),5.0,4.0,Y,0
762.0,M S (AY),5.0,4.0,Y,0
763.0,M S (AY),5.0,4.0,Y,0
764.0,DEVELOPMENT STUDIES,5.0,4.0,Y,0
765.0,P.G. DIPLOMA IN LINGUISTICS,5.0,4.0,Y,0
766.0,ADVANCE DIPLOMA IN APPLIED LINGUISTICS,5.0,4.0,Y,0
767.0,DIP. IN PERSONAL MANAGEMENT & LABOUR WELFARE,5.0,4.0,Y,0
768.0,CERTIFIED ASSOCIATE OF BANKER-PART-I,5.0,4.0,Y,0
769.0,PG DIPLOMA,5.0,4.0,Y,0
770.0,HONORARY DOCTORATE,5.0,4.0,Y,0
771.0,B.E. (HONS),5.0,4.0,Y,0
772.0,P G D I B S,5.0,4.0,Y,0
773.0,P G CERTIFICATE,5.0,4.0,Y,0
774.0,DIP IN INTERNATIONAL LAW,5.0,4.0,Y,0
775.0,DIP IN LAW OF INTERNATIONAL INSTITUTIONS,5.0,4.0,Y,0
776.0,DIP. IN DEVELOPMENT STUDIES,5.0,4.0,Y,0
777.0,N D A,5.0,4.0,Y,0
778.0,COST AND MANAGEMENT ACCOUNTANCY (FCWA),5.0,4.0,Y,0
779.0,A M,5.0,4.0,Y,0
780.0,DIPLOMA IN COMPUTER PROGRAMMING,5.0,4.0,Y,0
781.0,M R C S,46.0,4.0,Y,0
782.0,J A I I B,46.0,4.0,Y,0
783.0,F.L.C.S,46.0,4.0,Y,0
784.0,F.I.A.G.E.S,46.0,4.0,Y,0
785.0,M A (HONS),45.0,4.0,Y,0
786.0,PGD HHM,45.0,4.0,Y,0
787.0,PGDPA,45.0,4.0,Y,0
788.0,BBA,25.0,4.0,Y,0
789.0,B I M,40.0,4.0,Y,0
790.0,MRCP,25.0,4.0,Y,0
791.0,B.E.(MECH.),45.0,4.0,Y,0
792.0,LL.B,45.0,4.0,Y,0
793.0,BOILER PROFICIENCY,45.0,4.0,Y,0
794.0,"MDS UNIVESITY, AJMER",45.0,45.0,N,0
795.0,PRE-SEA NAUTICAL DEGREE,23.0,4.0,Y,0
796.0,MASTER OF SCIENCE,23.0,4.0,Y,0
797.0,M. PLANNING,45.0,4.0,Y,0
798.0,BHMCT,25.0,4.0,Y,0
799.0,ADMINISTRATIVE FOUNDATIONAL COURCE,45.0,4.0,Y,0
800.0,FLYING INSTRUCTOR (CAT A),45.0,4.0,Y,0
801.0,A C M A,23.0,25.0,Y,0
802.0,A C S,23.0,4.0,Y,0
803.0,B.LIT,45.0,4.0,Y,0
804.0,BUMS,45.0,4.0,Y,0
805.0,BACHELOR OF UNANI SYSEM OF MEDICINE,45.0,4.0,Y,0
806.0,M.S.(JARAHAT),45.0,4.0,Y,0
807.0,JARAHAT,45.0,4.0,Y,0
808.0,MBA HEALTH CARE SERVISES,45.0,4.0,Y,0
809.0,M.SC. IN CLINICAL RESEARCH AND REGULATORY AFFAIRES,45.0,45.0,N,0
810.0,P.G. DIPLOMA IN PREVENTIVE AND PROMOTIVE HEALTH CARE,45.0,45.0,N,0
811.0,P.G. DIPLOMA IN PREVENTIVE AND PROMOTIVE HEALTH CARE,45.0,45.0,N,0
812.0,M.SC. IN CLINICAL RESEARCH AND REGULATORY AFFAIRES,45.0,45.0,N,0
813.0,P.G. (DIPLOMA IN PREVENTIVE AND PROMOTIVE HEALTH CARE),45.0,4.0,Y,0
814.0,M.SC.( IN CLINICAL RESEARCH AND REGULATORY AFFAIRES),45.0,45.0,N,0
815.0,M.SC. IN CLINICAL RESEARCH AND REGULATORY AFFAIRES,45.0,4.0,Y,0
816.0,P.G. DIPLOMA IN PREVENTIVE AND PROMOTIVE HEALTH CARE,45.0,4.0,Y,0
817.0,B.U.M.S.,45.0,4.0,Y,0
818.0,DIPLOMA IN HEALTH AND HOSPITAL MANAGEMENT,45.0,4.0,Y,0
819.0,DIPLOMA IN VENREOLOGY AND LEPROLOGY,45.0,4.0,Y,0
820.0,PRABHAKAR,23.0,4.0,Y,0
821.0,POST GRADUATE CERTIFICATE IN GERMAN,45.0,4.0,Y,0
822.0,MRCS,25.0,4.0,Y,0
823.0,FACS,25.0,4.0,Y,0
824.0,CERTIFICATE COURSE / DIPLOMA,23.0,4.0,Y,0
825.0,"CHARTERED FINANCIAL ANALYST (CFA), INTER",23.0,4.0,Y,0
826.0,INTERPRETER DIPLOMA IN BURMESE,40.0,4.0,Y,0
827.0,DIPLOMA ENVIRONMENTAL PROTECTION LAWS,40.0,4.0,Y,0
828.0,ASSOCIATE OF INDIAN INSTITUTE OF BANKING,23.0,23.0,Y,0
829.0,M.D.M.,40.0,4.0,Y,0
830.0,DIPLOMA,40.0,4.0,Y,0
831.0,ALL USA CERTIFICATES,45.0,4.0,Y,0
832.0,CERTIFIED PUBLIC ACCOUNTANT (CPA),25.0,4.0,Y,0
833.0,POST GRADUATE DIPLOMA IN JOURNALISM AND MASS COMMUNICATION,25.0,4.0,Y,0
834.0,MASTER OF APPLIED POSITIVE PSYCHOLOGY,25.0,4.0,Y,0
835.0,Ph.D,25.0,4.0,Y,0
836.0,POST DOCTORAL,25.0,4.0,Y,0
837.0,CCST (EQ) FRCP LONDON,40.0,4.0,Y,0
838.0,FRACP,40.0,4.0,Y,0
839.0,WHO OVERSEAS,25.0,4.0,Y,0
840.0,KNOWLEDGE CO-CREATION PROGRAM (KCCP),25.0,4.0,Y,0
841.0,DIPLOMA IN INDUSTRIAL SAFETY (DISM),54.0,4.0,Y,0
842.0,ASSOCIATE MEMBER OF INSTITUTION OF FIRE ENGINEERS (INDIA),54.0,54.0,Y,0
843.0,MEMBER OF INSTITUTION OF FIRE ENGINEERS (INDIA),54.0,4.0,Y,0
844.0,"AIFE, UK",54.0,4.0,Y,0
845.0,BBA (BACHELOR OF BUSINESS ADMINISTRATION),54.0,4.0,Y,0
846.0,ADVANCED METEOROLOGY,61.0,4.0,Y,0
847.0,F.A.F.SC,61.0,4.0,Y,0
848.0,INSOLVENCY PROFESSIONAL,61.0,4.0,Y,0
849.0,DOCTOR OF MEDICINE,61.0,4.0,Y,0
850.0,NET,54.0,4.0,Y,0
851.0,M.ED,54.0,4.0,Y,0
852.0,SLET,59.0,4.0,Y,0
853.0,BACHELORE OF HOMOEOPTHY,59.0,4.0,Y,0
854.0,SPECIALISED COURSE IN PREDICTIVE HOMOEOPATHY,59.0,4.0,Y,0
855.0,ASSOCIATESHIP,61.0,4.0,Y,0
856.0,BACHELOR IN MENTAL RETARDATION (BMR),62.0,4.0,Y,0
857.0,MASTER HYPNOTIST,61.0,4.0,Y,0
858.0,B P T (BACHELOR OF PHYSIOTHERAPY),62.0,4.0,Y,0
859.0,M P T (MASTER OF PHYSIOTHERAPY),62.0,4.0,Y,0
860.0,B.P.E,59.0,4.0,Y,0
861.0,M.P.E,59.0,4.0,Y,0
862.0,M.PHIL,59.0,4.0,Y,0
863.0,PH.D,59.0,4.0,Y,0
864.0,PALLIATIVE CARE TRAINING,40.0,4.0,Y,0
865.0,MASTERS IN MARKETING MANAGEMENT,59.0,4.0,Y,0
866.0,PG DIPLOMA IN MULTIPLE TRANSPORT( CONTAINERISATION) & LOGISTICS MANAGEMENT,59.0,4.0,Y,0
867.0,PGDGM,66.0,4.0,Y,0
868.0,B.A(HONS),66.0,4.0,Y,0
869.0,DIPLOMA IN VACCINOLOGY,66.0,4.0,Y,0
870.0,FOUNDATION COURSE,61.0,4.0,Y,0
871.0,QUALITY AND RELIABILITY COURSE,61.0,4.0,Y,0
872.0,B.E. (ELECT.),65.0,4.0,Y,0
873.0,B.S.M.S,65.0,4.0,Y,0
874.0,P.G. DIPLOMA,65.0,4.0,Y,0
875.0,DMRD(DIPLOMA IN MEDICAL RADIO DIAGNOSIS),66.0,4.0,Y,0
876.0,DIPLOMA IN TRANSLATION,66.0,4.0,Y,0
877.0,DIPLOMA IN FOREIGN LANGUAGE,66.0,4.0,Y,0
878.0,UGC-NET,66.0,66.0,Y,0
879.0,CIG(CERTIFICATE IN GUIDANCE),66.0,4.0,Y,0
880.0,PGPD-HI(POST GRADUATE PROFESSIONAL DIPLOMA IN HEARING IMPAIRMENT),66.0,66.0,Y,0
881.0,B.ASC (BACHELOR DEGREE IN APPLIED SCIENCES),66.0,4.0,Y,0
882.0,PGDBA(POST GRADUATE DIPLOMA IN BUSINESS ADMINISTRATION) ,66.0,4.0,Y,0
883.0,DIPLOMATE OF NATIONAL BOARD,66.0,4.0,Y,0
884.0,BACHELOR OF COMPUTERS,66.0,4.0,Y,0
885.0,MASTER OF TECHNOLOGY,66.0,4.0,Y,0
886.0,POST GRADUATE DIPLOMA IN HIGHER EDUCATION (PGDHE),66.0,4.0,Y,0
887.0,M. TECH(CIVIL),66.0,4.0,Y,0
888.0,M. TECH(CIVIL),66.0,4.0,Y,0
889.0,POST GRADUATE DIPLOMA IN ENTREUPRENEURSHIP DEVELOPMENT(PGDED),66.0,4.0,Y,0
890.0,BAMS,59.0,4.0,Y,0
891.0,HDR(HABILITATION TO DIRECT RESEARCH),66.0,4.0,Y,0
892.0,M.D.(UNANI),66.0,4.0,Y,0
893.0,DIPLOMA IN SPORTS MEDICINE,59.0,4.0,Y,0
894.0,COMPANY SECRETARY,59.0,4.0,Y,0
895.0,FELLOW MEMBER OF THE INSTITUTE OF COST ACCOUNTANTS OF INDIA,59.0,4.0,Y,0
896.0,MBA,59.0,4.0,Y,0
897.0,B.TECH.,59.0,4.0,Y,0
898.0,PGDOM(POST GRADUATE DIPLOMA IN OPERATIONS MANAGEMENT),66.0,4.0,Y,0
899.0,UGC REFRESHER COURSE IN FINE ARTS,66.0,4.0,Y,0
900.0,UGC REFRESHER COURSE IN VISUAL ARTS,66.0,4.0,Y,0
901.0,NATIONAL DIPLOMA IN PAINTING ,66.0,4.0,Y,0
902.0,POST DIPLOMA IN GRAPHIC ART,66.0,4.0,Y,0
903.0,CHARTERED ACCOUNTANT,66.0,4.0,Y,0
904.0,DIPLOMA IN LABOUR LAW,66.0,4.0,Y,0
905.0,MC.H PLASTIC SURGERY,66.0,4.0,Y,0
906.0,RESEARCH ASSOCIATE,66.0,4.0,Y,0
907.0,BACHELOR OF STATISTICS,67.0,4.0,Y,0
908.0,MATER OF STATISTICS,67.0,4.0,Y,0
909.0,MASTER OF STATISTICS,67.0,4.0,Y,0
910.0,M.PHARM,66.0,4.0,Y,0
911.0,CMI-LEVEL 5-UK,66.0,4.0,Y,0
912.0,ORIENTATION COURSE FOR IIS GP A OFFICERS,59.0,4.0,Y,0
913.0,PGD COURSE IN DISASTER PREPAREDNESS AND REHABILITATION,66.0,4.0,Y,0
914.0,POST GRADUATE CERTIFICATE IN MANAGEMENT ,66.0,4.0,Y,0
915.0,POST GRADUATE CERTIFICATE,66.0,4.0,Y,0
916.0,TRAINED PSYCHOLOGIST,66.0,4.0,Y,0
917.0,TRAINED PSYCHOLOGIST FOR SERVICE SELECTION BOARDS,66.0,4.0,Y,0
918.0,D.M.,66.0,4.0,Y,0
919.0,B.SC ED(BACHELOR OF SCIENCE EDUCATION),66.0,4.0,Y,0
920.0,URBAN MANAGEMENT ,66.0,4.0,Y,0
921.0,MASTER IN PUBLIC ADMINISTRATION IN INTERNATIONAL DEVELOPMENT,66.0,4.0,Y,0
922.0,SOLICITOR,66.0,4.0,Y,0
923.0,ADVOCATE - ON - RECORD,66.0,4.0,Y,0
924.0,BACHELOR OF JOURNALISM,66.0,4.0,Y,0
925.0,DEPUTY SUPERINTENDING EPIGRAPHIST,66.0,4.0,Y,0
926.0,SUPERINTENDING EPIGRAPHIST ,66.0,4.0,Y,0
927.0,DIRECTOR(EPIGRAPHY),66.0,4.0,Y,0
928.0,M.SC IN PUBLIC HEALTH,66.0,4.0,Y,0
929.0,MASTER OF PUBLIC POLICY,66.0,4.0,Y,0
930.0,MASTERS CERTIFICATE,66.0,4.0,Y,0
931.0,MASTERS IN INTERNATIONAL AFFAIRS,66.0,4.0,Y,0
932.0,POST GRADUATE CERTIFICATE IN HEALTH MANAGEMENT ,66.0,4.0,Y,0
933.0,FELLOW OF INDIAN COLLEGE OF OBSTETRICIANS AND GYNAECOLOGISTS(FICOG),66.0,4.0,Y,0
934.0,PG DIPLOMA IN INDUSTRIAL RELATION,66.0,4.0,Y,0
935.0,D.N.B(DIPLOMATE NATIONAL BOARD),66.0,66.0,Y,0
936.0,BACHELOR OF FINE ARTS,66.0,4.0,Y,0
937.0,MASTER OF FINE ARTS,66.0,4.0,Y,0
938.0,AGRICULTURAL ECONOMICS,66.0,4.0,Y,0
939.0,INDEPENDENT DIRECTOR PROFICIENCY TEST,66.0,4.0,Y,0
940.0,DIPLOMA IN PUBLIC HEALTH,66.0,4.0,Y,0
941.0,DIPLOMA IN HOSPITAL ADMINISTRATION ,66.0,4.0,Y,0
942.0,PGDDE,59.0,4.0,Y,0
943.0,MS,59.0,4.0,Y,0
944.0,DIPLOMA IN NATUROPATHY,66.0,4.0,Y,0
945.0,NATIONAL ELIGIBILITY TEST,66.0,4.0,Y,0
946.0,POST GRADUATE DIPLOMA IN MEDICO LEGAL ETHICS,66.0,4.0,Y,0
947.0,KSET,59.0,4.0,Y,0
948.0,DIPLOMA IN INDUSTRIAL AND BUSINESS MANAGEMENT,59.0,4.0,Y,0
949.0,DMRE(DIPLOMA IN MEDICAL RADIOLOGY,66.0,4.0,Y,0
950.0,DMRE(DIPLOMA IN MEDICAL RADIOLOGY,66.0,4.0,N,0
951.0,DMRE(DIPLOMA IN MEDICAL RADIOLOGY AND ELECTROLOGY),66.0,4.0,Y,0
952.0,JUNIOR RESEARCH FELLOW(JRF),66.0,4.0,Y,0
953.0,M.T.B.L(MASTERS IN TAXATION AND BUSINESS LAW),66.0,4.0,Y,0
954.0,P.G,59.0,4.0,Y,0
955.0,PG,59.0,4.0,Y,0
956.0,UG,59.0,4.0,Y,0
957.0,ACMA(COST ACCOUNTANT),66.0,4.0,Y,0
958.0,BACHELOR IN MUSIC,59.0,4.0,Y,0
959.0,VISHARAD,59.0,4.0,Y,0
960.0,NIPUN,59.0,4.0,Y,0
961.0,MASTER IN MUSIC,59.0,4.0,Y,0
962.0,FELLOW OF ROYAL COLLEGE OF SUREONS(FRCS),66.0,4.0,Y,0
963.0,FRCS(FELLOW OF ROYAL COLLEGE OF SURGEONS),66.0,4.0,Y,0
964.0,DIPLOMA IN TOURISM,70.0,4.0,Y,0
965.0,INDEPENDANT DIRECTOR'S COURSE ,70.0,4.0,Y,0
966.0,UNITED NATIONS STAFF COURSE ,70.0,4.0,Y,0
967.0,MASTER OF HOTEL MANAGEMENT(MHM),66.0,4.0,Y,0
968.0,B.A.LL.B. (HONS),70.0,4.0,Y,0
969.0,BACHELOR OF ENGINEERING(CIVIL),71.0,71.0,Y,0
970.0,BACHELOR OF ENGINEERING,71.0,4.0,Y,0
971.0,POST GRADUATE DIPLOMA IN INTERNATIONAL TRADE,70.0,4.0,Y,0
972.0,CERTIFICATE IN DIPLOMATIC STUDIES,70.0,4.0,Y,0
973.0,ADVANCE CERTIFICATION IN DISTRIBUTION MANAGEMENT,71.0,4.0,Y,0
974.0,MMS,59.0,4.0,Y,0
975.0,MPHIL,59.0,4.0,Y,0
976.0,MD (HOMOEOPATHY),70.0,4.0,Y,0
977.0,BHMS,70.0,4.0,Y,0
